device=cuda:0 run_dir=/home/htseng/Downloads/QuantumMC_Forward_Foundation_Model/runs/pid_restart_s28_403
loading deterministic, event-disjoint data splits...
loaded train=1,272,702, validation=158,175, test=158,364 in 5.02s
trainable_parameters=3,024,476
epoch=01 train_loss=2.83709 val_loss=-0.88155 val_nll=-2.96264 val_joint_nll=-1.92210 val_pid_acc=0.6748
epoch=02 train_loss=-0.44453 val_loss=-1.32280 val_nll=-3.37220 val_joint_nll=-2.34750 val_pid_acc=0.6762
epoch=03 train_loss=-0.97867 val_loss=-1.78335 val_nll=-3.80530 val_joint_nll=-2.79433 val_pid_acc=0.6761
epoch=04 train_loss=-1.17865 val_loss=-2.06250 val_nll=-4.08190 val_joint_nll=-3.07220 val_pid_acc=0.6755
epoch=05 train_loss=-1.26391 val_loss=-1.67534 val_nll=-3.68776 val_joint_nll=-2.68155 val_pid_acc=0.6758
epoch=06 train_loss=-1.96829 val_loss=-2.67953 val_nll=-4.67915 val_joint_nll=-3.67934 val_pid_acc=0.6767
epoch=07 train_loss=-2.21406 val_loss=-2.49355 val_nll=-4.51753 val_joint_nll=-3.50554 val_pid_acc=0.6723
epoch=08 train_loss=-2.49058 val_loss=-2.81075 val_nll=-4.80692 val_joint_nll=-3.80884 val_pid_acc=0.6754
epoch=09 train_loss=-2.63313 val_loss=-2.30791 val_nll=-4.30741 val_joint_nll=-3.30766 val_pid_acc=0.6751
epoch=10 train_loss=-2.77829 val_loss=-2.96942 val_nll=-4.95987 val_joint_nll=-3.96464 val_pid_acc=0.6768
epoch=11 train_loss=-2.85232 val_loss=-3.01732 val_nll=-5.00127 val_joint_nll=-4.00929 val_pid_acc=0.6766
epoch=12 train_loss=-2.90917 val_loss=-3.12813 val_nll=-5.10663 val_joint_nll=-4.11738 val_pid_acc=0.6778
epoch=13 train_loss=-2.97937 val_loss=-2.99118 val_nll=-4.97678 val_joint_nll=-3.98398 val_pid_acc=0.6763
epoch=14 train_loss=-3.00176 val_loss=-3.17633 val_nll=-5.15403 val_joint_nll=-4.16518 val_pid_acc=0.6771
epoch=15 train_loss=-3.04375 val_loss=-3.17469 val_nll=-5.14630 val_joint_nll=-4.16049 val_pid_acc=0.6779
epoch=16 train_loss=-3.06544 val_loss=-3.18989 val_nll=-5.16445 val_joint_nll=-4.17717 val_pid_acc=0.6775
epoch=17 train_loss=-3.07803 val_loss=-3.23122 val_nll=-5.20298 val_joint_nll=-4.21710 val_pid_acc=0.6782
epoch=18 train_loss=-3.09814 val_loss=-3.20245 val_nll=-5.17530 val_joint_nll=-4.18888 val_pid_acc=0.6775
epoch=19 train_loss=-3.11674 val_loss=-3.23082 val_nll=-5.20459 val_joint_nll=-4.21771 val_pid_acc=0.6773
epoch=20 train_loss=-3.12118 val_loss=-3.24827 val_nll=-5.21839 val_joint_nll=-4.23333 val_pid_acc=0.6778
epoch=21 train_loss=-3.13634 val_loss=-3.21442 val_nll=-5.18643 val_joint_nll=-4.20043 val_pid_acc=0.6774
epoch=22 train_loss=-3.14194 val_loss=-3.24254 val_nll=-5.21429 val_joint_nll=-4.22841 val_pid_acc=0.6780
epoch=23 train_loss=-3.15958 val_loss=-3.26191 val_nll=-5.23138 val_joint_nll=-4.24665 val_pid_acc=0.6775
epoch=24 train_loss=-3.18017 val_loss=-3.27824 val_nll=-5.24581 val_joint_nll=-4.26202 val_pid_acc=0.6782
epoch=25 train_loss=-3.18734 val_loss=-3.27225 val_nll=-5.24005 val_joint_nll=-4.25615 val_pid_acc=0.6787
epoch=26 train_loss=-3.19395 val_loss=-3.28266 val_nll=-5.25040 val_joint_nll=-4.26653 val_pid_acc=0.6786
epoch=27 train_loss=-3.20388 val_loss=-3.28541 val_nll=-5.25278 val_joint_nll=-4.26910 val_pid_acc=0.6781
epoch=28 train_loss=-3.20737 val_loss=-3.31355 val_nll=-5.27782 val_joint_nll=-4.29568 val_pid_acc=0.6787
epoch=29 train_loss=-3.21382 val_loss=-3.31671 val_nll=-5.28227 val_joint_nll=-4.29949 val_pid_acc=0.6787
epoch=30 train_loss=-3.22493 val_loss=-3.30651 val_nll=-5.26978 val_joint_nll=-4.28814 val_pid_acc=0.6790
epoch=31 train_loss=-3.23240 val_loss=-3.29283 val_nll=-5.26045 val_joint_nll=-4.27664 val_pid_acc=0.6778
epoch=32 train_loss=-3.23792 val_loss=-3.32015 val_nll=-5.28421 val_joint_nll=-4.30218 val_pid_acc=0.6790
epoch=33 train_loss=-3.24282 val_loss=-3.30326 val_nll=-5.26633 val_joint_nll=-4.28479 val_pid_acc=0.6784
epoch=34 train_loss=-3.24600 val_loss=-3.32620 val_nll=-5.29031 val_joint_nll=-4.30826 val_pid_acc=0.6785
epoch=35 train_loss=-3.25255 val_loss=-3.33338 val_nll=-5.29674 val_joint_nll=-4.31506 val_pid_acc=0.6789
epoch=36 train_loss=-3.25567 val_loss=-3.32579 val_nll=-5.28930 val_joint_nll=-4.30755 val_pid_acc=0.6786
epoch=37 train_loss=-3.26087 val_loss=-3.33667 val_nll=-5.30087 val_joint_nll=-4.31877 val_pid_acc=0.6783
epoch=38 train_loss=-3.26491 val_loss=-3.33334 val_nll=-5.29800 val_joint_nll=-4.31567 val_pid_acc=0.6784
epoch=39 train_loss=-3.26944 val_loss=-3.33419 val_nll=-5.29723 val_joint_nll=-4.31571 val_pid_acc=0.6786
epoch=40 train_loss=-3.27220 val_loss=-3.34635 val_nll=-5.30887 val_joint_nll=-4.32761 val_pid_acc=0.6786
epoch=41 train_loss=-3.27700 val_loss=-3.33598 val_nll=-5.29886 val_joint_nll=-4.31742 val_pid_acc=0.6787
epoch=42 train_loss=-3.27943 val_loss=-3.34473 val_nll=-5.30757 val_joint_nll=-4.32615 val_pid_acc=0.6783
epoch=43 train_loss=-3.28454 val_loss=-3.34173 val_nll=-5.30364 val_joint_nll=-4.32268 val_pid_acc=0.6788
epoch=44 train_loss=-3.28561 val_loss=-3.35803 val_nll=-5.32012 val_joint_nll=-4.33907 val_pid_acc=0.6787
epoch=45 train_loss=-3.28947 val_loss=-3.36266 val_nll=-5.32415 val_joint_nll=-4.34340 val_pid_acc=0.6789
epoch=46 train_loss=-3.29183 val_loss=-3.35315 val_nll=-5.31398 val_joint_nll=-4.33357 val_pid_acc=0.6790
epoch=47 train_loss=-3.29579 val_loss=-3.35688 val_nll=-5.31973 val_joint_nll=-4.33831 val_pid_acc=0.6781
epoch=48 train_loss=-3.29891 val_loss=-3.36188 val_nll=-5.32228 val_joint_nll=-4.34208 val_pid_acc=0.6791
epoch=49 train_loss=-3.30338 val_loss=-3.36968 val_nll=-5.32990 val_joint_nll=-4.34979 val_pid_acc=0.6789
epoch=50 train_loss=-3.30786 val_loss=-3.36857 val_nll=-5.32906 val_joint_nll=-4.34882 val_pid_acc=0.6789
epoch=51 train_loss=-3.31271 val_loss=-3.37627 val_nll=-5.33663 val_joint_nll=-4.35645 val_pid_acc=0.6790
epoch=52 train_loss=-3.31660 val_loss=-3.37108 val_nll=-5.33204 val_joint_nll=-4.35156 val_pid_acc=0.6788
epoch=53 train_loss=-3.31890 val_loss=-3.37715 val_nll=-5.33846 val_joint_nll=-4.35780 val_pid_acc=0.6790
epoch=54 train_loss=-3.32112 val_loss=-3.38257 val_nll=-5.34264 val_joint_nll=-4.36260 val_pid_acc=0.6789
epoch=55 train_loss=-3.32388 val_loss=-3.38544 val_nll=-5.34580 val_joint_nll=-4.36562 val_pid_acc=0.6790
epoch=56 train_loss=-3.32577 val_loss=-3.38501 val_nll=-5.34462 val_joint_nll=-4.36481 val_pid_acc=0.6791
epoch=57 train_loss=-3.32827 val_loss=-3.38754 val_nll=-5.34716 val_joint_nll=-4.36735 val_pid_acc=0.6791
epoch=58 train_loss=-3.32986 val_loss=-3.38919 val_nll=-5.34877 val_joint_nll=-4.36898 val_pid_acc=0.6791
epoch=59 train_loss=-3.33152 val_loss=-3.39182 val_nll=-5.35110 val_joint_nll=-4.37146 val_pid_acc=0.6791
epoch=60 train_loss=-3.33339 val_loss=-3.39213 val_nll=-5.35171 val_joint_nll=-4.37192 val_pid_acc=0.6787
epoch=61 train_loss=-3.33454 val_loss=-3.39052 val_nll=-5.34969 val_joint_nll=-4.37011 val_pid_acc=0.6793
epoch=62 train_loss=-3.33606 val_loss=-3.39394 val_nll=-5.35284 val_joint_nll=-4.37339 val_pid_acc=0.6790
epoch=63 train_loss=-3.33717 val_loss=-3.39193 val_nll=-5.35106 val_joint_nll=-4.37150 val_pid_acc=0.6792
epoch=64 train_loss=-3.33796 val_loss=-3.39537 val_nll=-5.35437 val_joint_nll=-4.37487 val_pid_acc=0.6790
epoch=65 train_loss=-3.33966 val_loss=-3.39566 val_nll=-5.35452 val_joint_nll=-4.37509 val_pid_acc=0.6790
epoch=66 train_loss=-3.34035 val_loss=-3.39640 val_nll=-5.35519 val_joint_nll=-4.37579 val_pid_acc=0.6792
epoch=67 train_loss=-3.34118 val_loss=-3.39650 val_nll=-5.35536 val_joint_nll=-4.37593 val_pid_acc=0.6792
epoch=68 train_loss=-3.34162 val_loss=-3.39749 val_nll=-5.35641 val_joint_nll=-4.37695 val_pid_acc=0.6792
epoch=69 train_loss=-3.34169 val_loss=-3.39702 val_nll=-5.35580 val_joint_nll=-4.37641 val_pid_acc=0.6792
epoch=70 train_loss=-3.34224 val_loss=-3.39766 val_nll=-5.35654 val_joint_nll=-4.37710 val_pid_acc=0.6791
test_nll=-5.332952
test_pid_accuracy=0.6796
checkpoint=/home/htseng/Downloads/QuantumMC_Forward_Foundation_Model/runs/pid_restart_s28_403/model.pt
