generated_pid,generated_species,bin_index,p_low_gev,p_high_gev,upper_edge_inclusive,n,total_variation_distance,max_absolute_class_difference,worst_reconstructed_pid,coatjava_row_sum,fm_row_sum
-211,pi-,0,0.0,1.0,False,1554,0.014431665950412538,0.012396441766587052,2112,0.9999999999999999,1.0000000019164035
-211,pi-,1,1.0,2.0,False,5700,0.0077876249384374804,0.004778849607836033,-211,1.0,0.9999999992607771
-211,pi-,2,2.0,3.0,False,6579,0.0075071223238521905,0.005466831141278661,-211,0.9999999999999999,1.0000000011835821
-211,pi-,3,3.0,4.0,False,7020,0.003366306759607527,0.0021618915541346817,2112,1.0,0.9999999990455298
-211,pi-,4,4.0,5.0,False,7152,0.009411020363518702,0.006147708463925358,-2212,1.0000000000000002,0.9999999998904807
-211,pi-,5,5.0,6.0,False,6396,0.009358934499016806,0.006732119881938725,-2212,1.0,1.0000000003633243
-211,pi-,6,6.0,7.0,False,6107,0.010089551011812796,0.007527763406662641,-321,1.0,1.0000000003026837
-211,pi-,7,7.0,8.0,False,4253,0.009557128380057978,0.0041076950956632635,22,1.0,0.999999999942433
-211,pi-,8,8.0,9.0,True,1220,0.04489105342377447,0.025401856370134757,-211,1.0,1.0000000005437004
211,pi+,0,0.0,1.0,False,3118,0.004443351923391137,0.0018657000051844896,211,1.0,1.0000000007510736
211,pi+,1,1.0,2.0,False,7438,0.0041958058894114554,0.0029762925185227093,2212,1.0,0.9999999999339318
211,pi+,2,2.0,3.0,False,7854,0.011007458089303772,0.008759760139649853,211,0.9999999999999999,0.9999999997473872
211,pi+,3,3.0,4.0,False,8147,0.008243950707556623,0.004533676562959554,211,1.0000000000000002,1.0000000004908742
211,pi+,4,4.0,5.0,False,8181,0.010091156894602766,0.004227911599245446,2112,1.0,0.9999999993518759
211,pi+,5,5.0,6.0,False,7698,0.009543929853543711,0.008448808994163559,22,1.0,0.9999999996107528
211,pi+,6,6.0,7.0,False,7337,0.008864000145441173,0.007037769316107778,211,0.9999999999999999,0.9999999993090412
211,pi+,7,7.0,8.0,False,5501,0.012066036830089643,0.005844482599096146,321,1.0,0.9999999999930751
211,pi+,8,8.0,9.0,True,1725,0.030326489794225066,0.02017956515153252,211,1.0,1.0000000016736712
2212,proton,0,0.0,1.0,False,3730,0.0015268398468109951,0.0012462636420937923,2212,1.0,1.0000000004343752
2212,proton,1,1.0,2.0,False,9202,0.0031528950005352227,0.002478550876083105,2112,1.0,0.999999999612827
2212,proton,2,2.0,3.0,False,10040,0.007733156422147106,0.0057637020782289605,2212,1.0,0.9999999997316817
2212,proton,3,3.0,4.0,False,10258,0.002678583555243595,0.001497948376386872,45,1.0,1.0000000007705703
2212,proton,4,4.0,5.0,False,10333,0.003604387120559912,0.002474769612575617,22,1.0,0.9999999998815855
2212,proton,5,5.0,6.0,False,9225,0.01674633132736277,0.01612258192242655,2212,0.9999999999999999,1.000000000519521
2212,proton,6,6.0,7.0,False,3217,0.011582194126608873,0.007324389306226808,2112,1.0,1.000000000641716
