device=cuda:0 run_dir=/home/htseng/Downloads/QuantumMC_Forward_Foundation_Model/runs/pid_restart_s28_401
loading deterministic, event-disjoint data splits...
loaded train=1,272,702, validation=158,175, test=158,364 in 5.20s
trainable_parameters=3,024,476
epoch=01 train_loss=3.46046 val_loss=0.00879 val_nll=-2.12171 val_joint_nll=-1.05646 val_pid_acc=0.6753
epoch=02 train_loss=-0.44962 val_loss=-0.65093 val_nll=-2.73369 val_joint_nll=-1.69231 val_pid_acc=0.6754
epoch=03 train_loss=-0.79156 val_loss=-1.50077 val_nll=-3.57140 val_joint_nll=-2.53609 val_pid_acc=0.6748
epoch=04 train_loss=-1.25166 val_loss=-1.87707 val_nll=-3.91704 val_joint_nll=-2.89705 val_pid_acc=0.6750
epoch=05 train_loss=-1.77308 val_loss=-2.33671 val_nll=-4.34865 val_joint_nll=-3.34268 val_pid_acc=0.6760
epoch=06 train_loss=-2.11672 val_loss=-2.74230 val_nll=-4.73711 val_joint_nll=-3.73971 val_pid_acc=0.6763
epoch=07 train_loss=-2.31622 val_loss=-2.39805 val_nll=-4.40044 val_joint_nll=-3.39925 val_pid_acc=0.6765
epoch=08 train_loss=-2.46616 val_loss=-2.78324 val_nll=-4.77349 val_joint_nll=-3.77837 val_pid_acc=0.6769
epoch=09 train_loss=-2.63233 val_loss=-2.91406 val_nll=-4.90059 val_joint_nll=-3.90732 val_pid_acc=0.6766
epoch=10 train_loss=-2.74720 val_loss=-2.96927 val_nll=-4.94936 val_joint_nll=-3.95931 val_pid_acc=0.6771
epoch=11 train_loss=-2.82222 val_loss=-3.00281 val_nll=-4.98313 val_joint_nll=-3.99297 val_pid_acc=0.6769
epoch=12 train_loss=-2.87189 val_loss=-3.07475 val_nll=-5.05406 val_joint_nll=-4.06441 val_pid_acc=0.6769
epoch=13 train_loss=-2.90605 val_loss=-3.09187 val_nll=-5.07746 val_joint_nll=-4.08467 val_pid_acc=0.6757
epoch=14 train_loss=-2.98167 val_loss=-3.09455 val_nll=-5.07365 val_joint_nll=-4.08410 val_pid_acc=0.6764
epoch=15 train_loss=-3.01731 val_loss=-3.15749 val_nll=-5.13103 val_joint_nll=-4.14426 val_pid_acc=0.6776
epoch=16 train_loss=-3.06397 val_loss=-3.14444 val_nll=-5.12384 val_joint_nll=-4.13414 val_pid_acc=0.6765
epoch=17 train_loss=-3.09325 val_loss=-3.22023 val_nll=-5.19265 val_joint_nll=-4.20644 val_pid_acc=0.6778
epoch=18 train_loss=-3.11449 val_loss=-3.24241 val_nll=-5.21461 val_joint_nll=-4.22851 val_pid_acc=0.6776
