generated_pid,generated_species,n,coatjava_correct_fraction,fm_correct_mean_probability
-211,pi-,45817,0.5508217473863413,0.5511241555213928
211,pi+,56967,0.5882704021626556,0.5876478552818298
2212,proton,55872,0.8148804410080184,0.8128372430801392
