device=cuda:1 run_dir=/home/htseng/Downloads/QuantumMC_Forward_Foundation_Model/runs/pid_restart_s24_304
loading deterministic, event-disjoint data splits...
loaded train=1,270,674, validation=159,300, test=159,267 in 5.36s
trainable_parameters=3,024,476
epoch=01 train_loss=2.96942 val_loss=-0.15923 val_nll=-2.27868 val_joint_nll=-1.21896 val_pid_acc=0.6723
epoch=02 train_loss=-0.19600 val_loss=-0.98440 val_nll=-3.07684 val_joint_nll=-2.03062 val_pid_acc=0.6724
epoch=03 train_loss=-0.91255 val_loss=-1.55576 val_nll=-3.59613 val_joint_nll=-2.57595 val_pid_acc=0.6725
epoch=04 train_loss=-0.92918 val_loss=-1.55909 val_nll=-3.60974 val_joint_nll=-2.58441 val_pid_acc=0.6721
epoch=05 train_loss=-1.49758 val_loss=-1.87747 val_nll=-3.90562 val_joint_nll=-2.89154 val_pid_acc=0.6727
epoch=06 train_loss=-1.85122 val_loss=-2.03562 val_nll=-4.05093 val_joint_nll=-3.04328 val_pid_acc=0.6732
epoch=07 train_loss=-2.04931 val_loss=-2.23962 val_nll=-4.25416 val_joint_nll=-3.24689 val_pid_acc=0.6738
epoch=08 train_loss=-2.33744 val_loss=-2.63011 val_nll=-4.64942 val_joint_nll=-3.63977 val_pid_acc=0.6729
epoch=09 train_loss=-2.47291 val_loss=-2.90190 val_nll=-4.90954 val_joint_nll=-3.90572 val_pid_acc=0.6729
epoch=10 train_loss=-2.60087 val_loss=-2.76882 val_nll=-4.77579 val_joint_nll=-3.77230 val_pid_acc=0.6733
epoch=11 train_loss=-2.71437 val_loss=-2.88286 val_nll=-4.87978 val_joint_nll=-3.88132 val_pid_acc=0.6731
epoch=12 train_loss=-2.78937 val_loss=-2.89887 val_nll=-4.88981 val_joint_nll=-3.89434 val_pid_acc=0.6745
epoch=13 train_loss=-2.85818 val_loss=-2.93164 val_nll=-4.92698 val_joint_nll=-3.92931 val_pid_acc=0.6738
epoch=14 train_loss=-2.92488 val_loss=-3.04142 val_nll=-5.03150 val_joint_nll=-4.03646 val_pid_acc=0.6752
epoch=15 train_loss=-2.93737 val_loss=-3.05714 val_nll=-5.04680 val_joint_nll=-4.05197 val_pid_acc=0.6742
epoch=16 train_loss=-2.97152 val_loss=-3.01113 val_nll=-5.00444 val_joint_nll=-4.00778 val_pid_acc=0.6738
epoch=17 train_loss=-2.99438 val_loss=-3.06673 val_nll=-5.05452 val_joint_nll=-4.06062 val_pid_acc=0.6744
epoch=18 train_loss=-3.02262 val_loss=-3.12813 val_nll=-5.11354 val_joint_nll=-4.12084 val_pid_acc=0.6744
epoch=19 train_loss=-3.04807 val_loss=-3.12880 val_nll=-5.11204 val_joint_nll=-4.12042 val_pid_acc=0.6750
epoch=20 train_loss=-3.09161 val_loss=-3.16074 val_nll=-5.14457 val_joint_nll=-4.15266 val_pid_acc=0.6749
epoch=21 train_loss=-3.11433 val_loss=-3.19415 val_nll=-5.17982 val_joint_nll=-4.18698 val_pid_acc=0.6745
epoch=22 train_loss=-3.13458 val_loss=-3.19406 val_nll=-5.17577 val_joint_nll=-4.18491 val_pid_acc=0.6749
epoch=23 train_loss=-3.15548 val_loss=-3.22577 val_nll=-5.20890 val_joint_nll=-4.21733 val_pid_acc=0.6750
epoch=24 train_loss=-3.17170 val_loss=-3.23129 val_nll=-5.21393 val_joint_nll=-4.22261 val_pid_acc=0.6743
