generated_pid,generated_species,bin_index,p_low_gev,p_high_gev,upper_edge_inclusive,n,total_variation_distance,max_absolute_class_difference,worst_reconstructed_pid,coatjava_row_sum,fm_row_sum
-211,pi-,0,0.0,1.0,False,1519,0.015657468154312418,0.010361059331584932,-211,1.0,1.000000000915517
-211,pi-,1,1.0,2.0,False,5776,0.009249182731007138,0.006004303056228177,22,1.0,1.0000000005756464
-211,pi-,2,2.0,3.0,False,6624,0.00786020504032421,0.005897356231754802,-211,1.0,0.999999999542364
-211,pi-,3,3.0,4.0,False,7079,0.010848084968867633,0.00920574108185479,-211,1.0,0.9999999997899278
-211,pi-,4,4.0,5.0,False,6908,0.009143753636043252,0.004486518365017622,-321,1.0000000000000002,0.9999999999966697
-211,pi-,5,5.0,6.0,False,6199,0.010981857332406569,0.005525586728652165,-321,1.0,1.0000000002589473
-211,pi-,6,6.0,7.0,False,5897,0.014999308739109743,0.012070873220638656,-211,0.9999999999999999,1.0000000001333722
-211,pi-,7,7.0,8.0,False,4251,0.01746381388109732,0.012233351348312466,-321,1.0,1.0000000000642895
-211,pi-,8,8.0,9.0,True,1195,0.03125846792941944,0.018014578942879722,-321,1.0,1.0000000028619804
211,pi+,0,0.0,1.0,False,2973,0.0028824257731199085,0.0014501731703981998,22,0.9999999999999999,0.9999999982162672
211,pi+,1,1.0,2.0,False,7436,0.015672855954538014,0.015375800234390335,211,1.0,1.000000000181633
211,pi+,2,2.0,3.0,False,7946,0.0030582864745504483,0.00263328017634587,2112,1.0000000000000002,1.0000000004899428
211,pi+,3,3.0,4.0,False,8189,0.013339911833357733,0.008320470964578108,211,1.0000000000000002,0.9999999998908276
211,pi+,4,4.0,5.0,False,7961,0.007327243449055302,0.004257356837010937,22,0.9999999999999999,1.000000000494127
211,pi+,5,5.0,6.0,False,7602,0.01147414065314741,0.005086570103273361,-11,1.0,1.000000000121197
211,pi+,6,6.0,7.0,False,7517,0.004575960932257029,0.0022473772317448543,22,1.0,0.9999999987555651
211,pi+,7,7.0,8.0,False,5336,0.015240485512661564,0.007092116229554468,321,1.0,0.9999999982830133
211,pi+,8,8.0,9.0,True,1766,0.02135694985419223,0.012864229962280357,2212,1.0,1.0000000012690948
2212,proton,0,0.0,1.0,False,3875,0.0029619001055553136,0.002318311165571363,2112,1.0,0.9999999997335797
2212,proton,1,1.0,2.0,False,9441,0.004190037816775086,0.0028818997868867713,2112,1.0,0.9999999999145329
2212,proton,2,2.0,3.0,False,9857,0.0016320275466606188,0.0010363709228103854,22,1.0,0.9999999991781804
2212,proton,3,3.0,4.0,False,10070,0.007928667101799495,0.004256696320604103,2212,1.0,0.9999999995830009
2212,proton,4,4.0,5.0,False,10569,0.005674210873533027,0.0022858798953323267,22,1.0,0.999999999149336
2212,proton,5,5.0,6.0,False,9151,0.008018233990313414,0.0056400041092045106,22,1.0,1.0000000005641758
2212,proton,6,6.0,7.0,False,3311,0.009511388053252804,0.005823301424237759,22,1.0,0.9999999997170667
