generated_pid,generated_species,bin_index,p_low_gev,p_high_gev,upper_edge_inclusive,n,observed_mean,sampled_mean,absolute_mean_difference,observed_std,sampled_std,std_ratio,observed_q05,sampled_q05,observed_median,sampled_median,observed_q95,sampled_q95,wasserstein_1d,observed_in_training_domain_fraction,sampled_in_training_domain_fraction
-211,pi-,0,0.0,1.0,False,1551,0.8939560668883145,0.8967185232161738,0.0027624563278593195,0.1353076781069782,0.13324241108181228,0.9847365127089607,0.5878106464554502,0.594063348165514,0.9721636801818725,0.9721408888361502,0.9923664930058536,0.9924943771504692,0.00540712079100624,1.0,1.0
-211,pi-,1,1.0,2.0,False,5686,0.954754126259754,0.9522567641096028,0.0024973621501511722,0.10001810946769915,0.10379716684451648,1.0377837313355516,0.7275421514196858,0.7169191965792553,0.9930073912460624,0.9927888371875507,1.0012979213687931,1.0021146515247938,0.003302674183540799,1.0,0.9998241294407316
-211,pi-,2,2.0,3.0,False,6562,0.9569731018205924,0.958824746541395,0.001851644720802681,0.0987156682484703,0.09770638820766246,0.9897758880761719,0.7255686222309434,0.74093380781006,0.9960406119512624,0.9962393534849252,1.0041626269732038,1.0051865425683386,0.002850183574781704,1.0,0.9989332520572997
-211,pi-,3,3.0,4.0,False,6996,0.9624650208060755,0.962900623151024,0.0004356023449484381,0.09642820168659579,0.09333514412356861,0.9679237245025059,0.7578651292926125,0.7561028910774296,0.9969582267316235,0.9969593835713042,1.0050720282145176,1.006174399649289,0.003431865415343553,1.0,0.9989994282447112
-211,pi-,4,4.0,5.0,False,7120,0.9674138788789702,0.9649126302283982,0.0025012486505719966,0.08633150409226528,0.09201252673635207,1.0658047453686814,0.7900770590136008,0.7735192596257717,0.9973303082107698,0.997438449260321,1.0055805093406112,1.0067186309124005,0.005038805053949138,1.0,0.999438202247191
-211,pi-,5,5.0,6.0,False,6370,0.9675164528166427,0.9670415925150241,0.00047486030161858483,0.08654239779402981,0.0868336591089542,1.003365533222428,0.7918915476607657,0.7819587058794318,0.9974557751816334,0.9974976949221537,1.0057748911448523,1.007146929403234,0.003392771413140077,1.0,0.9990580847723705
-211,pi-,6,6.0,7.0,False,6084,0.9739205785731812,0.9734464461494775,0.0004741324237036437,0.07912590681295377,0.07668592502388943,0.9691633007779332,0.8286887724634899,0.8120868986127913,0.9979447425166414,0.9979687244902828,1.006238431054023,1.007786329562735,0.004381424278105908,1.0,0.9990138067061144
-211,pi-,7,7.0,8.0,False,4235,0.9741029805572142,0.9750013940578561,0.0008984135006419036,0.07665311525752265,0.07466512314601888,0.974065083919617,0.8300064439300084,0.8288796825779225,0.9980062241963348,0.998092312828107,1.0060152760050738,1.0073756427029765,0.002352887380452038,1.0,0.9990554899645808
-211,pi-,8,8.0,9.0,True,1213,0.9531035985002418,0.9581895039136807,0.005085905413438896,0.10107955949731381,0.09334905631490968,0.9235206087081378,0.735769669338706,0.7540257302525921,0.9961702246571342,0.9969998987434238,1.0061059955162661,1.0092506936457102,0.0052663644951644216,1.0,1.0
211,pi+,0,0.0,1.0,False,3116,0.9684124133122777,0.9678866803222222,0.0005257329900554275,0.06921330111946966,0.07246556427545206,1.046988990604113,0.9457406378383297,0.933384536444403,0.9821154181690992,0.9820042108299106,0.9943957753417694,0.9945249963716571,0.002435564879642079,1.0,0.9990372272143774
211,pi+,1,1.0,2.0,False,7417,0.9765016439849495,0.9759439512923436,0.0005576926926059711,0.0723312323133821,0.07539422265306077,1.042346718584967,0.8763951405149415,0.8718375599328424,0.9937655342619646,0.9936506390225098,1.0023414619258277,1.0030039350372395,0.0021201374468768964,1.0,0.9987865713900499
211,pi+,2,2.0,3.0,False,7822,0.9733558556140165,0.973433698244351,7.784263033450145e-05,0.08176924700211831,0.08122017596893784,0.9932851156967821,0.8231034206381045,0.8177487432042425,0.9967449014940055,0.9966234433791245,1.004888761197923,1.0055476112435213,0.0026588426386096346,1.0,0.9985937100485809
211,pi+,3,3.0,4.0,False,8115,0.9744443647436464,0.9732339597240403,0.00121040501960612,0.07897081622816916,0.08376036801948665,1.060649642742442,0.8336301844279513,0.8029490299279686,0.9973779319121343,0.9974940241028807,1.0055695069552324,1.0071315563580283,0.004420346108594027,1.0,0.9981515711645101
211,pi+,4,4.0,5.0,False,8150,0.9713319955790203,0.9730622239713704,0.0017302283923501527,0.08225970784948125,0.08119015758351829,0.9869978839710928,0.8100753371491252,0.8054012861268434,0.9974991969337894,0.997769104564042,1.0059639628918298,1.0072820650927683,0.0025052179403876333,1.0,0.9997546012269939
211,pi+,5,5.0,6.0,False,7664,0.974320010390369,0.973993543524652,0.0003264668657170233,0.07762177211727742,0.07916886648716202,1.0199311910522622,0.8306759951144014,0.805008649715905,0.9977475698266323,0.9977916670884477,1.0064468252557208,1.008026852150404,0.004273616843239474,1.0,0.9986951983298539
211,pi+,6,6.0,7.0,False,7303,0.9764899574455793,0.9777594189219581,0.0012694614763787415,0.07503069668615875,0.07172706332147322,0.955969576312158,0.8463171500479038,0.8288932599496073,0.9980351921353484,0.9982197045893154,1.006598054796817,1.008270894909452,0.003915452917936877,1.0,0.9990414897987129
211,pi+,7,7.0,8.0,False,5471,0.9767253387262566,0.9780033042149904,0.0012779654887338232,0.07093227906265472,0.07078514069642038,0.9979256500964199,0.8458428975706779,0.8267107049821463,0.9979436389826193,0.9983409359464406,1.0063601123349175,1.009487254053101,0.0038423422073221403,1.0,0.9989033083531347
211,pi+,8,8.0,9.0,True,1716,0.9685093863827938,0.9674445517262179,0.0010648346565759192,0.08656000990897222,0.08503898927996137,0.9824281370738014,0.8061455935660875,0.7829777786590986,0.9977504913290105,0.9976576212179165,1.0051820572046504,1.009004699900294,0.007963353458036414,1.0,0.9994172494172494
2212,proton,0,0.0,1.0,False,3726,0.612637827419412,0.6125546636491133,8.316377029871092e-05,0.08231297788652293,0.0845880729510946,1.0276395669672906,0.4606087648477065,0.4603099342815714,0.6270323540284604,0.6261509513904342,0.7185057661694025,0.718947327506672,0.001174784064522791,1.0,0.9997316156736447
2212,proton,1,1.0,2.0,False,9189,0.8260538464585057,0.825097115589349,0.0009567308691567078,0.0680221117652098,0.07059309844325258,1.037796337269225,0.7297763020053509,0.7295174044804116,0.8392250552881377,0.8391979784244085,0.9003542439786949,0.9007544338514336,0.001455675217090746,1.0,0.9997823484601154
2212,proton,2,2.0,3.0,False,10019,0.9117639912701581,0.9125843576019823,0.0008203663318242516,0.07348308380299098,0.07164483712145894,0.9749840835958872,0.7672247352922297,0.7732722164770345,0.9308867336534885,0.9309080722379579,0.9538515685776557,0.9542737607646566,0.0016121000497546023,1.0,0.9994011378381076
2212,proton,3,3.0,4.0,False,10235,0.9394331466273367,0.9412273750917162,0.0017942284643794881,0.07941101470289871,0.07763143347929818,0.977590247017262,0.7852600086687126,0.7899028390323275,0.9627656971302568,0.9628744875189515,0.9755795909101006,0.976366987134728,0.0020228224101374002,1.0,0.999218368343918
2212,proton,4,4.0,5.0,False,10310,0.9516797500965877,0.9530594783353499,0.0013797282387622012,0.08097742538653983,0.07877978127985989,0.9728610276729638,0.7908562894334779,0.787420067684164,0.9766950289237788,0.976738833851037,0.9864728386108164,0.9881204867681316,0.002338702714106233,1.0,0.9987390882638215
2212,proton,5,5.0,6.0,False,9204,0.9595008493885198,0.9607612338065238,0.0012603844180040236,0.0808987524146785,0.07539033696307282,0.9319097601979061,0.8181282971481344,0.7963157167742109,0.9836160541376686,0.9836293044284744,0.9923609289695557,0.9940073474734014,0.003723888185687961,1.0,0.9990221642764016
2212,proton,6,6.0,7.0,False,3208,0.9567178577543913,0.9598683085101961,0.003150450755804779,0.0855138564934943,0.0808703810703506,0.9456991461553724,0.7956713382011105,0.7737551646121028,0.986928343516763,0.9870800352268196,0.9945748043781162,0.9979312694326254,0.005979211791226432,1.0,0.9975062344139651
