generated_pid,generated_species,n,wasserstein_1d,absolute_mean_difference,std_ratio,observed_in_training_domain_fraction,sampled_in_training_domain_fraction,observed_mean,observed_std,observed_q01,observed_q05,observed_median,observed_q95,observed_q99,sampled_mean,sampled_std,sampled_q01,sampled_q05,sampled_median,sampled_q95,sampled_q99
-211,pi-,45817,0.002428809123458329,0.0001846880523727057,0.9994795069991501,1.0,0.9992360914071197,0.9622227734487827,0.09344175038746322,0.5439819307830966,0.7620487743585889,0.9963853960286432,1.0050596237261127,1.0103982687975146,0.96203808539641,0.09339311461039938,0.544447869795578,0.7579707600124527,0.9964597393676083,1.0062473063807837,1.0354090162905987
211,pi+,56774,0.0031337526664233922,0.0001945705259674968,1.0099898538257674,1.0,0.998872723429739,0.9740720790124888,0.07736433426960156,0.5933018386417725,0.8370437390129001,0.9966056041419772,1.0054673792099298,1.010750537836035,0.9742666495384563,0.07813719266028268,0.6031256598871156,0.820215901772339,0.9966843470331774,1.0068268133791398,1.0444741030297975
2212,proton,55891,0.001438508248612687,0.0009556839705181508,0.9950412456549609,1.0,0.9991590774901147,0.9006024933045084,0.11838841706531252,0.4880943245445665,0.630791081506433,0.9512946061774731,0.9890468994547412,0.9946733959178149,0.9015581772750265,0.1178013579877876,0.4955684837983773,0.631272360264598,0.9515540947606183,0.9900137925656262,1.0124436111163844
