generated_pid,generated_species,n,coatjava_correct_fraction,fm_correct_mean_probability
-211,pi-,45817,0.5499705349542746,0.5534507036209106
211,pi+,56774,0.5906400817275513,0.5856413841247559
2212,proton,55891,0.8142992610617094,0.8194773197174072
