species_pid,species,conditioning_variable,bin_index,bin_low,bin_high,n,target,observed_mean,sampled_mean,absolute_mean_difference,observed_std,sampled_std,std_ratio,wasserstein_1d
-211,pi-,gen_p,0,0.30248284339904785,2.303166675567627,9164,delta_p,-0.13046729564666748,-0.12320677936077118,0.007260516285896301,0.49756136536598206,0.49762681126594543,1.0001315333233625,0.018316172063350677
-211,pi-,gen_p,0,0.30248284339904785,2.303166675567627,9164,delta_theta,-0.008404417894780636,-0.008648724295198917,0.00024430640041828156,0.12382394075393677,0.12289112061262131,0.9924665607019473,0.002382489386945963
-211,pi-,gen_p,0,0.30248284339904785,2.303166675567627,9164,delta_phi,0.08411853015422821,0.060963165014982224,0.023155365139245987,0.9153528213500977,0.8220317959785461,0.8980491203010574,0.050658419728279114
-211,pi-,gen_p,0,0.30248284339904785,2.303166675567627,9164,delta_beta,-0.048623666167259216,-0.049350984394550323,0.0007273182272911072,0.10681724548339844,0.1081288531422615,1.0122789878444012,0.0019793736282736063
-211,pi-,gen_p,1,2.303166675567627,3.654926300048828,9163,delta_p,-0.4513901472091675,-0.460101842880249,0.008711695671081543,0.9171403050422668,0.9121550917625427,0.9945643940710965,0.017983024939894676
-211,pi-,gen_p,1,2.303166675567627,3.654926300048828,9163,delta_theta,0.002160364994779229,0.0007339825970120728,0.0014263824559748173,0.10848673433065414,0.10972368717193604,1.0114018810586722,0.0027260284405201674
-211,pi-,gen_p,1,2.303166675567627,3.654926300048828,9163,delta_phi,-0.026439204812049866,-0.011836696416139603,0.014602508395910263,0.6079692840576172,0.6021499633789062,0.9904282653230891,0.01541468407958746
-211,pi-,gen_p,1,2.303166675567627,3.654926300048828,9163,delta_beta,-0.039885520935058594,-0.038846347481012344,0.0010391734540462494,0.0991419106721878,0.09663144499063492,0.9746780583051932,0.002785084303468466
-211,pi-,gen_p,2,3.654926300048828,4.9340454101562505,9163,delta_p,-0.6920943856239319,-0.693774938583374,0.0016805529594421387,1.3732590675354004,1.385358214378357,1.0088105348284144,0.02111680433154106
-211,pi-,gen_p,2,3.654926300048828,4.9340454101562505,9163,delta_theta,-0.002500323113054037,-0.001619211514480412,0.0008811115985736251,0.10288269817829132,0.10440348088741302,1.0147817148660532,0.0024685640819370747
-211,pi-,gen_p,2,3.654926300048828,4.9340454101562505,9163,delta_phi,-0.028543837368488312,-0.02161632850766182,0.006927508860826492,0.5287906527519226,0.5161625742912292,0.9761189453804174,0.010791972279548645
-211,pi-,gen_p,2,3.654926300048828,4.9340454101562505,9163,delta_beta,-0.032743439078330994,-0.03419879823923111,0.001455359160900116,0.08781793713569641,0.0916827842593193,1.0440097689570063,0.003932193387299776
-211,pi-,gen_p,3,4.9340454101562505,6.380111885070801,9163,delta_p,-1.0590064525604248,-1.0413542985916138,0.017652153968811035,1.9589108228683472,1.9608668088912964,1.000998506925438,0.04710530489683151
-211,pi-,gen_p,3,4.9340454101562505,6.380111885070801,9163,delta_theta,-0.0020999351982027292,-0.0030656163580715656,0.0009656811598688364,0.10191064327955246,0.1017964705824852,0.9988796783790868,0.001714934129267931
-211,pi-,gen_p,3,4.9340454101562505,6.380111885070801,9163,delta_phi,-0.02341311052441597,-0.018426941707730293,0.004986168816685677,0.5089277029037476,0.48789510130882263,0.9586727123029049,0.011571846902370453
-211,pi-,gen_p,3,4.9340454101562505,6.380111885070801,9163,delta_beta,-0.03148973733186722,-0.03216845914721489,0.0006787218153476715,0.08701065927743912,0.08625141531229019,0.9912741269695702,0.003937569912523031
-211,pi-,gen_p,4,6.380111885070801,8.962946891784668,9164,delta_p,-1.4257363080978394,-1.423370361328125,0.0023659467697143555,2.6802523136138916,2.6931633949279785,1.0048171141382873,0.04227058216929436
-211,pi-,gen_p,4,6.380111885070801,8.962946891784668,9164,delta_theta,0.018715331330895424,0.01863148808479309,8.384324610233307e-05,0.08177390694618225,0.08334848284721375,1.019255236295213,0.002177608897909522
-211,pi-,gen_p,4,6.380111885070801,8.962946891784668,9164,delta_phi,-0.020061315968632698,-0.013287208043038845,0.006774107925593853,0.4887734055519104,0.47906702756881714,0.9801413541063408,0.014444352127611637
-211,pi-,gen_p,4,6.380111885070801,8.962946891784668,9164,delta_beta,-0.02762744389474392,-0.026728715747594833,0.000898728147149086,0.07902462780475616,0.07656500488519669,0.9688752356336762,0.0026091281324625015
-211,pi-,gen_theta,0,0.08727088570594788,0.2295571058988571,9164,delta_p,-1.9316422939300537,-1.9206563234329224,0.010985970497131348,2.4343366622924805,2.434016704559326,0.9998685647149343,0.028382759541273117
-211,pi-,gen_theta,0,0.08727088570594788,0.2295571058988571,9164,delta_theta,0.08068689703941345,0.07967015355825424,0.0010167434811592102,0.1274503916501999,0.1282215565443039,1.0060507063502837,0.0075719477608799934
-211,pi-,gen_theta,0,0.08727088570594788,0.2295571058988571,9164,delta_phi,0.004263211973011494,0.03771045058965683,0.03344723954796791,1.0901635885238647,1.0425318479537964,0.9563077128318291,0.058845404535532
-211,pi-,gen_theta,0,0.08727088570594788,0.2295571058988571,9164,delta_beta,-0.0871141329407692,-0.08568108081817627,0.001433052122592926,0.13233259320259094,0.12988528609275818,0.9815063919582825,0.00431853299960494
-211,pi-,gen_theta,1,0.2295571058988571,0.3278760075569153,9163,delta_p,-0.49573180079460144,-0.4856838285923004,0.010047972202301025,1.488118052482605,1.4920228719711304,1.0026239984670646,0.02765536867082119
-211,pi-,gen_theta,1,0.2295571058988571,0.3278760075569153,9163,delta_theta,0.0038666354957967997,0.0048315334133803844,0.0009648979175835848,0.05167737230658531,0.05190976336598396,1.0044969596755027,0.00168482749722898
-211,pi-,gen_theta,1,0.2295571058988571,0.3278760075569153,9163,delta_phi,0.020604925230145454,0.013349957764148712,0.007254967465996742,0.5440862774848938,0.476639062166214,0.8760358088234408,0.019990703091025352
-211,pi-,gen_theta,1,0.2295571058988571,0.3278760075569153,9163,delta_beta,-0.023377830162644386,-0.024499623104929924,0.0011217929422855377,0.07378537952899933,0.07423602789640427,1.0061075564059114,0.003723473520949483
-211,pi-,gen_theta,2,0.3278760075569153,0.4160961031913758,9163,delta_p,-0.3613150715827942,-0.3376312255859375,0.02368384599685669,1.2530992031097412,1.2142499685287476,0.9689974788232377,0.03448113426566124
