generated_pid,generated_species,bin_index,p_low_gev,p_high_gev,upper_edge_inclusive,n,total_variation_distance,max_absolute_class_difference,worst_reconstructed_pid,coatjava_row_sum,fm_row_sum
-211,pi-,0,0.0,1.0,False,1595,0.022612761319711544,0.020036919646222007,2112,1.0,1.0000000005490572
-211,pi-,1,1.0,2.0,False,5771,0.007888325275436444,0.007103563085769038,22,0.9999999999999999,1.0000000022951205
-211,pi-,2,2.0,3.0,False,6524,0.00925306359106995,0.00595725154506177,-211,1.0,0.9999999999564766
-211,pi-,3,3.0,4.0,False,6918,0.01298838281686818,0.007899840677796144,-211,1.0,1.0000000005311969
-211,pi-,4,4.0,5.0,False,7084,0.00901048517068287,0.006177221098835867,22,1.0,0.9999999998932886
-211,pi-,5,5.0,6.0,False,6303,0.01555061764350368,0.011004519420802994,-321,1.0000000000000002,1.0000000009769232
-211,pi-,6,6.0,7.0,False,6117,0.008189446288881113,0.005058725886633808,-211,0.9999999999999999,0.999999999390291
-211,pi-,7,7.0,8.0,False,4246,0.009293931880083999,0.003644255670935237,-211,1.0,0.9999999997631799
-211,pi-,8,8.0,9.0,True,1259,0.034289066001158636,0.02759018724427703,22,1.0,1.0000000010208656
211,pi+,0,0.0,1.0,False,3130,0.0054560503785572485,0.003004454457522414,2112,1.0,0.99999999924508
211,pi+,1,1.0,2.0,False,7481,0.010853804172350946,0.00914743962058917,211,1.0,0.9999999988964576
211,pi+,2,2.0,3.0,False,7913,0.008023144231854658,0.0065509668798780785,321,1.0,1.000000000557886
211,pi+,3,3.0,4.0,False,8129,0.01054343530465106,0.010435496734060856,211,0.9999999999999999,1.0000000001085487
211,pi+,4,4.0,5.0,False,8030,0.023524695456979747,0.01675795271695779,211,1.0,1.000000000020228
211,pi+,5,5.0,6.0,False,7669,0.018208901277652224,0.015679333639286364,211,1.0,1.0000000010159273
211,pi+,6,6.0,7.0,False,7389,0.029001265517278916,0.021616290741012623,211,1.0,0.9999999996375386
211,pi+,7,7.0,8.0,False,5468,0.01953427151254504,0.010179526631086067,211,1.0,1.0000000010266068
211,pi+,8,8.0,9.0,True,1758,0.021594244770679467,0.015050876665271329,321,1.0,0.999999999719326
2212,proton,0,0.0,1.0,False,3667,0.0031995755071933447,0.0017491624765387625,211,1.0,0.9999999975791468
2212,proton,1,1.0,2.0,False,9285,0.007016348708280412,0.005445022152422929,2212,1.0,1.0000000003185927
2212,proton,2,2.0,3.0,False,9840,0.005205187226047467,0.004891994975628422,2212,1.0,0.9999999993969837
2212,proton,3,3.0,4.0,False,10182,0.006890886278044968,0.004583809085730417,2212,1.0,0.9999999997487151
2212,proton,4,4.0,5.0,False,10514,0.00919039801371939,0.0062714842214028205,22,1.0,1.000000000129533
2212,proton,5,5.0,6.0,False,9195,0.006711958754202909,0.0038526776374346594,22,1.0,0.9999999998858481
2212,proton,6,6.0,7.0,False,3189,0.02459829557272353,0.016804712289794077,2212,1.0,0.999999999950902
