run,training_seed,split_seed,pid_loss_weight,epochs_run,best_epoch,validation_joint_nll,validation_pid_accuracy,test_joint_nll,test_residual_nll,test_pid_cross_entropy,test_pid_accuracy,test_pid_weighted_mean_tv,selected,reached_better_solution
pid_restart_s28_401,401,20260828,2.0,70,70,-4.392527301823601,0.6791844476055002,-4.367694741601771,-5.347201441981408,0.9795067003796369,0.6796620444040312,0.008217831165023866,False,False
pid_restart_s28_402,402,20260828,2.0,70,69,-4.358522114068651,0.6791149043780623,-4.3354830706096354,-5.315191904727865,0.979708834118229,0.6794915511101007,0.008437030354173907,False,False
pid_restart_s28_403,403,20260828,2.0,70,70,-4.377096108243951,0.6790896159317212,-4.353267462241045,-5.3329524493103655,0.9796849870693205,0.679573640473845,0.008180893422653658,False,False
pid_restart_s28_404,404,20260828,2.0,70,70,-4.3989778453760735,0.6790263948158685,-4.3755207812113746,-5.355068084082026,0.9795473028706515,0.6796746735369149,0.007970410628183086,False,False
pid_restart_s28_405,405,20260828,2.0,70,70,-4.972209665530926,0.7398577524893314,-4.94645358291276,-5.668189246049115,0.7217356631363553,0.7400229850218484,0.008493212342646153,True,True
pid_restart_s28_406,406,20260828,2.0,70,70,-4.377980305903591,0.6791465149359887,-4.356166154133398,-5.335818811291705,0.9796526571583072,0.6795483822080776,0.00855573311263253,False,False
pid_restart_s28_407,407,20260828,2.0,70,68,-4.367167392457965,0.6790580053737948,-4.341033998779799,-5.320719268797672,0.9796852700178731,0.6795862696067289,0.007975641657825489,False,False
pid_restart_s28_408,408,20260828,2.0,70,70,-4.359242509555077,0.6790263948158685,-4.3345519892418025,-5.31411781467849,0.9795658254366875,0.6795799550402869,0.007606318261624049,False,False
