generated_pid,generated_species,bin_index,p_low_gev,p_high_gev,upper_edge_inclusive,n,total_variation_distance,max_absolute_class_difference,worst_reconstructed_pid,coatjava_row_sum,fm_row_sum
-211,pi-,0,0.0,1.0,False,1535,0.017025341031110194,0.01422268627501544,-211,1.0,1.000000001708971
-211,pi-,1,1.0,2.0,False,5741,0.015850950962524486,0.015235918446051322,-211,1.0,1.0000000002944816
-211,pi-,2,2.0,3.0,False,6745,0.010094966970944481,0.006472087453074073,-2212,0.9999999999999999,0.9999999992585891
-211,pi-,3,3.0,4.0,False,7007,0.007729037309661948,0.004461759694219587,-2212,1.0,1.0000000004506866
-211,pi-,4,4.0,5.0,False,7161,0.012915439400674267,0.00712962041182541,-211,1.0,1.0000000004959217
-211,pi-,5,5.0,6.0,False,6295,0.02064767927140989,0.012634620673190211,-321,1.0,0.9999999992546952
-211,pi-,6,6.0,7.0,False,6058,0.006480570930253637,0.003443971279972882,2112,1.0,0.999999999909281
-211,pi-,7,7.0,8.0,False,4294,0.015425980780807834,0.010811192564226801,-321,1.0,1.0000000007658256
-211,pi-,8,8.0,9.0,True,1240,0.030180448284556433,0.017491267228263413,-321,0.9999999999999998,0.9999999986968305
211,pi+,0,0.0,1.0,False,3109,0.003912434630403872,0.0020542098451903027,2112,1.0,0.9999999984510947
211,pi+,1,1.0,2.0,False,7599,0.010695953731489476,0.008737622416949753,211,0.9999999999999999,0.9999999991322364
211,pi+,2,2.0,3.0,False,7961,0.012984500436333528,0.008324946638679998,211,1.0,1.0000000007210272
211,pi+,3,3.0,4.0,False,8230,0.013068228674142401,0.009007484827955659,211,0.9999999999999999,0.9999999994937245
211,pi+,4,4.0,5.0,False,8129,0.014479733487286671,0.006687887959747729,211,1.0,1.0000000001833609
211,pi+,5,5.0,6.0,False,7613,0.01548508065207708,0.0071527927264455685,2112,1.0,1.000000000834202
211,pi+,6,6.0,7.0,False,7483,0.017268671037777846,0.012179948659356121,211,1.0,0.9999999999447338
211,pi+,7,7.0,8.0,False,5437,0.01669365251943855,0.010303160325391636,211,1.0,0.9999999988895076
211,pi+,8,8.0,9.0,True,1779,0.03792185871779524,0.023258388276981984,321,1.0,0.9999999994588441
2212,proton,0,0.0,1.0,False,3661,0.0014414682434252643,0.0007815080698785381,2112,1.0,1.0000000005150504
2212,proton,1,1.0,2.0,False,9336,0.0053287451752659296,0.003818094765491331,2112,1.0,1.000000000718489
2212,proton,2,2.0,3.0,False,9954,0.0058768507378571646,0.002909433902034464,2212,1.0,1.0000000005271068
2212,proton,3,3.0,4.0,False,10264,0.008563881016711327,0.0063156686514175275,2212,1.0,1.0000000000035707
2212,proton,4,4.0,5.0,False,10349,0.007265662498608699,0.006385696781548121,45,1.0,1.000000001155844
2212,proton,5,5.0,6.0,False,9132,0.01284903556433255,0.011143708540403252,2212,1.0,0.9999999998563561
2212,proton,6,6.0,7.0,False,3285,0.012231031214716987,0.008840645748776035,22,1.0,0.9999999991987804
