device=cuda:0 run_dir=/home/htseng/Downloads/QuantumMC_Forward_Foundation_Model/runs/pid_restart_103
loading deterministic, event-disjoint data splits...
epoch=63 train_loss=-3.36038 val_loss=-3.40416 val_nll=-5.36169 val_joint_nll=-4.38293 val_pid_acc=0.6800
epoch=64 train_loss=-3.36157 val_loss=-3.40404 val_nll=-5.36116 val_joint_nll=-4.38260 val_pid_acc=0.6801
epoch=65 train_loss=-3.36256 val_loss=-3.40524 val_nll=-5.36248 val_joint_nll=-4.38386 val_pid_acc=0.6801
epoch=66 train_loss=-3.36286 val_loss=-3.40631 val_nll=-5.36349 val_joint_nll=-4.38490 val_pid_acc=0.6801
epoch=67 train_loss=-3.36360 val_loss=-3.40565 val_nll=-5.36300 val_joint_nll=-4.38433 val_pid_acc=0.6800
epoch=68 train_loss=-3.36427 val_loss=-3.40567 val_nll=-5.36282 val_joint_nll=-4.38425 val_pid_acc=0.6801
epoch=69 train_loss=-3.36499 val_loss=-3.40702 val_nll=-5.36426 val_joint_nll=-4.38564 val_pid_acc=0.6802
epoch=70 train_loss=-3.36484 val_loss=-3.40718 val_nll=-5.36434 val_joint_nll=-4.38576 val_pid_acc=0.6801
test_nll=-5.367106
test_pid_accuracy=0.6794
checkpoint=/home/htseng/Downloads/QuantumMC_Forward_Foundation_Model/runs/pid_restart_103/model.pt
