generated_pid,generated_species,bin_index,p_low_gev,p_high_gev,upper_edge_inclusive,n,total_variation_distance,max_absolute_class_difference,worst_reconstructed_pid,coatjava_row_sum,fm_row_sum
-211,pi-,0,0.0,1.0,False,1554,0.01399358959231175,0.01154585847417744,2112,0.9999999999999999,1.0000000026649825
-211,pi-,1,1.0,2.0,False,5700,0.007875744284495867,0.005784739669148942,-211,1.0,1.000000001350374
-211,pi-,2,2.0,3.0,False,6579,0.008719621483016068,0.007051807044412661,-211,0.9999999999999999,1.000000002084338
-211,pi-,3,3.0,4.0,False,7020,0.004023160056061466,0.0028019524351866054,2112,1.0,1.0000000003093956
-211,pi-,4,4.0,5.0,False,7152,0.01087984466239206,0.006986908235968259,-211,1.0000000000000002,0.9999999989792271
-211,pi-,5,5.0,6.0,False,6396,0.008837600229353832,0.006122732286352531,-2212,1.0,1.0000000007974121
-211,pi-,6,6.0,7.0,False,6107,0.011204358404839767,0.008133855876115481,-321,1.0,1.000000000861681
-211,pi-,7,7.0,8.0,False,4253,0.008697968552987632,0.00410084495250404,22,1.0,1.0000000007623502
-211,pi-,8,8.0,9.0,True,1220,0.04478751064005295,0.02476602981733461,-211,1.0,1.000000002073338
211,pi+,0,0.0,1.0,False,3118,0.004850489457572339,0.0032290984779229648,211,1.0,1.0000000017490558
211,pi+,1,1.0,2.0,False,7438,0.005000333364642867,0.002910695722296335,2212,1.0,1.0000000003523264
211,pi+,2,2.0,3.0,False,7854,0.012351098549057435,0.010267300595300899,211,0.9999999999999999,0.9999999999639213
211,pi+,3,3.0,4.0,False,8147,0.00829035711002073,0.004418956079489833,211,1.0000000000000002,1.00000000006725
211,pi+,4,4.0,5.0,False,8181,0.010438700967063466,0.00460945992540332,2112,1.0,1.0000000001079103
211,pi+,5,5.0,6.0,False,7698,0.009052210265989036,0.007596689877074889,22,1.0,0.9999999993678352
211,pi+,6,6.0,7.0,False,7337,0.011067688870327528,0.009163267995780822,211,0.9999999999999999,0.9999999991616002
211,pi+,7,7.0,8.0,False,5501,0.011515944253914613,0.0069900406722620545,321,1.0,0.9999999992461152
211,pi+,8,8.0,9.0,True,1725,0.029678393176586416,0.019218883121359165,211,1.0,0.9999999987342113
2212,proton,0,0.0,1.0,False,3730,0.0018981420968698943,0.0017334615896599237,2212,1.0,1.0000000031886616
2212,proton,1,1.0,2.0,False,9202,0.0030361792121859606,0.0023330606441384974,2112,1.0,1.0000000003401304
2212,proton,2,2.0,3.0,False,10040,0.008040219098573003,0.006584827751811795,2212,1.0,1.0000000013477137
2212,proton,3,3.0,4.0,False,10258,0.0025384797429999703,0.0015381170683643058,22,1.0,1.0000000002871174
2212,proton,4,4.0,5.0,False,10333,0.0040123011799248825,0.0027034074256623297,22,1.0,1.0000000001323663
2212,proton,5,5.0,6.0,False,9225,0.014471238171451848,0.013256622396187412,2212,0.9999999999999999,0.9999999994470533
2212,proton,6,6.0,7.0,False,3217,0.008971292677741395,0.007606167887025714,2112,1.0,1.00000000064227
