generated_pid,generated_species,n,coatjava_correct_fraction,fm_correct_mean_probability
-211,pi-,45981,0.5501837715578174,0.5343645811080933
11,electron,167659,0.999868781276281,0.9958224296569824
211,pi+,56999,0.5910980894401656,0.5868045687675476
2212,proton,56005,0.8126417284171056,0.8320702314376831
