variable,bin_index,low,high,upper_edge_inclusive,n,observed_efficiency,fm_mean_probability,signed_difference_fm_minus_data,absolute_difference,observed_standard_error,fm_mean_standard_error
gen_vz,1,-12.0,-10.0,False,1234,0.49675852060317993,0.5052452087402344,0.008486688137054443,0.008486688137054443,0.014233224445961238,0.011615181961790334
gen_vz,2,-10.0,-8.0,False,10279,0.49041736125946045,0.4961250424385071,0.005707681179046631,0.005707681179046631,0.004930770588127114,0.004080290467090763
gen_vz,3,-8.0,-6.0,False,46084,0.49231836199760437,0.4919449985027313,-0.0003733634948730469,0.0003733634948730469,0.002328861498223951,0.0019513326173610443
gen_vz,4,-6.0,-4.0,False,115007,0.49253523349761963,0.4921969473361969,-0.0003382861614227295,0.0003382861614227295,0.0014742103684097776,0.0012460647723139475
gen_vz,5,-4.0,-2.0,False,155905,0.4947884976863861,0.4919992983341217,-0.0027891993522644043,0.0027891993522644043,0.0012662410554842457,0.0010779349983149355
gen_vz,6,-2.0,0.0,False,114518,0.4957473874092102,0.49111124873161316,-0.004636138677597046,0.004636138677597046,0.001477465737109504,0.0012660636931021935
gen_vz,7,0.0,2.0,False,45959,0.49807438254356384,0.494607150554657,-0.0034672319889068604,0.0034672319889068604,0.002332284351182693,0.0020027773995444733
gen_vz,8,2.0,4.0,False,10069,0.49021750688552856,0.4849739968776703,-0.005243510007858276,0.005243510007858276,0.004981884980101139,0.004311001430604201
gen_vz,9,4.0,6.0,False,1220,0.49098360538482666,0.5014853477478027,0.010501742362976074,0.010501742362976074,0.014312630688876981,0.012447710117183356
