variable,bin_index,low,high,upper_edge_inclusive,n,observed_efficiency,fm_mean_probability,signed_difference_fm_minus_data,absolute_difference,observed_standard_error,fm_mean_standard_error
gen_phi,0,-180.0,-120.0,False,83100,0.5006498098373413,0.4947134852409363,-0.005936324596405029,0.005936324596405029,0.0017344793180604622,0.00147777586615845
gen_phi,1,-120.0,-60.0,False,83612,0.5012319087982178,0.501448392868042,0.00021648406982421875,0.00021648406982421875,0.0017291568132198141,0.001465607639071696
gen_phi,2,-60.0,0.0,False,83496,0.49849095940589905,0.5021417737007141,0.0036508142948150635,0.0036508142948150635,0.0017303549160323875,0.0014753861835897432
gen_phi,3,0.0,60.0,False,83324,0.4950554370880127,0.49483421444892883,-0.0002212226390838623,0.0002212226390838623,0.0017320631109589487,0.001474008558371323
gen_phi,4,60.0,120.0,False,83530,0.48917755484580994,0.48628664016723633,-0.0028909146785736084,0.0028909146785736084,0.0017296052945137694,0.0014614752046362364
gen_phi,5,120.0,180.0,True,83376,0.4816853702068329,0.4730064570903778,-0.008678913116455078,0.008678913116455078,0.001730445531606438,0.001476675531265835
