variable,bin_index,low,high,upper_edge_inclusive,n,observed_efficiency,fm_mean_probability,signed_difference_fm_minus_data,absolute_difference,observed_standard_error,fm_mean_standard_error
gen_p,2,2.0,3.0,False,110932,0.5289096236228943,0.5273387432098389,-0.00157088041305542,0.00157088041305542,0.0014986990405836684,0.0012274726399716081
gen_p,3,3.0,4.0,False,97129,0.5383561849594116,0.5361678600311279,-0.0021883249282836914,0.0021883249282836914,0.0015996092446796256,0.0013332554720699098
gen_p,4,4.0,5.0,False,83190,0.5287294387817383,0.5269460082054138,-0.0017834305763244629,0.0017834305763244629,0.0017306782651464283,0.001465346182693996
gen_p,5,5.0,6.0,False,68914,0.5125083327293396,0.5109113454818726,-0.001596987247467041,0.001596987247467041,0.0019040587062188212,0.001634503933168034
gen_p,6,6.0,7.0,False,55289,0.48089131712913513,0.4767066538333893,-0.00418466329574585,0.00418466329574585,0.0021248743149229975,0.0018470485246096457
gen_p,7,7.0,8.0,False,41945,0.43163666129112244,0.42682138085365295,-0.004815280437469482,0.004815280437469482,0.0024184220357371406,0.0021211768647530116
gen_p,8,8.0,9.0,False,27547,0.34384870529174805,0.341497004032135,-0.002351701259613037,0.002351701259613037,0.00286186100599724,0.0025194793447611713
gen_p,9,9.0,11.0,True,15492,0.19203460216522217,0.19135335087776184,-0.0006812512874603271,0.0006812512874603271,0.0031646987960863046,0.0027224526997066934
