generated_pid,generated_species,bin_index,p_low_gev,p_high_gev,upper_edge_inclusive,n,total_variation_distance,max_absolute_class_difference,worst_reconstructed_pid,coatjava_row_sum,fm_row_sum
-211,pi-,0,0.0,1.0,False,1519,0.09955618105319484,0.08805344246666316,2112,1.0,0.9999999997032162
-211,pi-,1,1.0,2.0,False,5776,0.09574415316717418,0.07016006058746427,-211,1.0,0.9999999997009271
-211,pi-,2,2.0,3.0,False,6624,0.0880254268168664,0.07960963597098536,-211,1.0,1.0000000006404564
-211,pi-,3,3.0,4.0,False,7079,0.07515853321200892,0.03610192351042152,-211,1.0,1.0000000000799818
-211,pi-,4,4.0,5.0,False,6908,0.0768168220175524,0.051344770718834476,-321,1.0000000000000002,1.00000000041484
-211,pi-,5,5.0,6.0,False,6199,0.08144723330345335,0.04923384942494155,-321,1.0,1.000000000721529
-211,pi-,6,6.0,7.0,False,5897,0.09504916723475496,0.03382593561980948,-321,0.9999999999999999,1.0000000005869494
-211,pi-,7,7.0,8.0,False,4251,0.09485299108508428,0.03373003072495097,-2212,1.0,0.9999999986589435
-211,pi-,8,8.0,9.0,True,1195,0.09215757564989799,0.04610651451548772,2112,1.0,1.0000000006978975
211,pi+,0,0.0,1.0,False,2973,0.11429604788129281,0.11408123851143226,211,0.9999999999999999,1.000000000461183
211,pi+,1,1.0,2.0,False,7436,0.040431340918209685,0.025669619189007953,-211,1.0,0.9999999997585269
211,pi+,2,2.0,3.0,False,7946,0.0562908455376345,0.027241272827914553,211,1.0000000000000002,0.9999999997501517
211,pi+,3,3.0,4.0,False,8189,0.06177969849009282,0.027273668366235168,321,1.0000000000000002,1.0000000001112015
211,pi+,4,4.0,5.0,False,7961,0.07682321041246218,0.05483968423055002,321,0.9999999999999999,0.999999999985991
211,pi+,5,5.0,6.0,False,7602,0.09312563050984823,0.0503639753053862,-11,1.0,0.9999999997059018
211,pi+,6,6.0,7.0,False,7517,0.11553901211378849,0.04864506107180504,-11,1.0,1.0000000003729266
211,pi+,7,7.0,8.0,False,5336,0.12620236939476367,0.046570960399827395,2212,1.0,1.0000000004560432
211,pi+,8,8.0,9.0,True,1766,0.17203421692074278,0.07707136267815146,211,1.0,0.9999999987606213
2212,proton,0,0.0,1.0,False,3875,0.05273645997416925,0.050711457221738754,2212,1.0,1.00000000108566
2212,proton,1,1.0,2.0,False,9441,0.04538443301140672,0.03468692534720663,2212,1.0,0.9999999992371255
2212,proton,2,2.0,3.0,False,9857,0.029394301012439703,0.018433083285300467,2212,1.0,1.0000000003583633
2212,proton,3,3.0,4.0,False,10070,0.021138833380057658,0.017002271468470904,321,1.0,1.0000000011715875
2212,proton,4,4.0,5.0,False,10569,0.017710523540695352,0.007428128132363154,2212,1.0,1.0000000009876813
2212,proton,5,5.0,6.0,False,9151,0.04963518626581662,0.03674543841512279,2212,1.0,1.0000000006159202
2212,proton,6,6.0,7.0,False,3311,0.05884462844006213,0.03966944578307088,321,1.0,0.9999999996264957
