pid_loss_weight,trainable_parameters,best_epoch,epochs_run,train_seconds,validation_residual_nll,validation_pid_cross_entropy,validation_joint_nll,validation_pid_accuracy,pid_closure_tv,pid_closure_tv_max,pid_marginal_discrepancy,moment_closure_error,pid_tv_pi-,pid_tv_pi+,pid_tv_proton
0.05,3024476.0,66.0,70.0,300.195161450014,-5.333180428172875,0.9818260129785608,-4.351354415194315,0.680110054024242,0.012191846397694134,0.030480254720056044,0.0013005407633670807,0.014977633412827528,0.013547931460871113,0.015119930251498256,0.008100310790153033
0.1,3024476.0,66.0,70.0,282.2302159869578,-5.343558910110329,0.9806777240429724,-4.362881186067357,0.6799721731282669,0.011095591158647234,0.02720029719962603,0.0009868353660183876,0.01821029375139087,0.012761866355970338,0.013889822219712364,0.006886170716822569
0.2,3024476.0,69.0,70.0,282.5013128980063,-5.366084700470263,0.9801965849900048,-4.385888115480258,0.6800411135762544,0.010699157954304697,0.02776947114699718,0.001284074980247879,0.011687416220926887,0.012404947337266024,0.013307954314822514,0.00664611919976532
0.5,3024476.0,70.0,70.0,282.09887306101155,-5.365180505723802,0.9795119533988108,-4.385668552324991,0.6800912520838818,0.009491828572538923,0.024847666762700508,0.0017987813138763409,0.013926301209831411,0.01186018181826542,0.010517226520188081,0.006507711404253701
1.0,3024476.0,69.0,70.0,288.95572509698104,-5.344623803880225,0.9789192874449332,-4.365704516435292,0.6801601925318693,0.009820281395827099,0.026972180984443605,0.0018870110893051129,0.011232508186246897,0.012612600143791728,0.010451156600854026,0.00689040235631224
2.0,3024476.0,70.0,70.0,288.76751305296784,-5.713698200795842,0.7163714765706696,-4.997326724225172,0.7398563531756477,0.008576448796763381,0.021858952560796112,0.0019703000729006798,0.007135679163599213,0.011090522496081242,0.008861000178704163,0.0062270571122214225
5.0,3024476.0,70.0,70.0,288.3855231219786,-5.699986874599235,0.714440399241284,-4.985546475357951,0.7403264016846538,0.008397807944050035,0.021163752755573046,0.0018989011590403587,0.02297631485143644,0.010137339051661759,0.008812456360833429,0.0065505615198888706
10.0,3024476.0,70.0,70.0,288.2759659649455,-5.697559560163643,0.7145064612714547,-4.983053098892188,0.7399628975043557,0.008319269120503646,0.020175069796646093,0.0022344455068034202,0.02119186323635455,0.010766228389760088,0.008095322244200856,0.006542466791170506
