run,training_seed,split_seed,pid_loss_weight,epochs_run,best_epoch,validation_joint_nll,validation_pid_accuracy,test_joint_nll,test_residual_nll,test_pid_cross_entropy,test_pid_accuracy,test_pid_weighted_mean_tv,selected,reached_better_solution
pid_restart_101,101,20260822,2.0,70,70,-4.918377587666274,0.7365472116722446,-4.913857380942391,-5.640824421145622,0.7269670402032308,0.7369122873227034,0.01042871141059374,False,True
pid_restart_102,102,20260822,2.0,70,69,-4.9950882655730835,0.7404705498940825,-4.990987164045867,-5.709617012761863,0.7186298487159963,0.740428342296443,0.008218338344214478,True,True
pid_restart_103,103,20260822,2.0,70,70,-4.385762607565372,0.6801163213376954,-4.387787568117794,-5.367105959835197,0.9793183917174022,0.6794037173318238,0.008553868289869183,False,False
pid_restart_104,104,20260822,2.0,70,70,-4.383460725513623,0.6801789944722295,-4.385621171699521,-5.364944125006108,0.9793229533065868,0.679435166839639,0.00837360186288012,False,False
pid_restart_105,105,20260822,2.0,70,69,-4.399695022315454,0.6802228656664034,-4.3993096986330436,-5.378637829487341,0.9793281308542983,0.6795420951662107,0.008796230935844905,False,False
pid_restart_106,106,20260822,2.0,70,66,-4.862678577886589,0.729214454931749,-4.859405125146296,-5.609998695489787,0.7505935703434914,0.7289618517470201,0.011826126781448624,False,True
pid_restart_107,107,20260822,2.0,70,68,-4.943710429429811,0.7394051066070019,-4.941456663928159,-5.662230792163914,0.7207741282357545,0.7395163065698022,0.009407859189293913,False,True
pid_restart_108,108,20260822,2.0,70,70,-4.377985833673778,0.680141390591509,-4.378863284723726,-5.358238352479157,0.9793750677554305,0.6793659779224455,0.008405418138665686,False,False
