run,versus,test_residual_nll_delta,test_residual_nll_relative,test_pid_cross_entropy_delta,test_pid_cross_entropy_relative,test_joint_nll_delta,test_joint_nll_relative,test_pid_accuracy_delta,test_pid_accuracy_relative,pid_max_marginal_discrepancy_delta,pid_max_marginal_discrepancy_relative,pid_weighted_mean_tv_delta,pid_weighted_mean_tv_relative,pid_max_bin_tv_delta,pid_max_bin_tv_relative,moment_closure_error_delta,moment_closure_error_relative,physical_sample_fraction_delta,physical_sample_fraction_relative
tuned,baseline,-0.8060145875059987,-0.17791069588399286,-0.0487851564005477,-0.047393195567161366,-0.8547997439065469,-0.2441535553863422,0.004270843161304438,0.006327049768442894,-0.0009156352538944312,-0.3144797648742737,-0.03422199229871354,-0.7737674210079596,-0.11363445608337983,-0.6927886381478308,-0.024623654805569162,-0.4386197002528326,0.029751234393181725,0.030957118173726348
