group,run,seed,epochs_run,best_epoch,epoch_budget,pid_loss_weight,test_joint_nll,test_pid_accuracy,pid_weighted_mean_tv,reached_better_solution,destabilized
released recipe (lambda 0.397),optuna_best,20260822,70,70,70,0.39749949030707654,-4.35587406802988,0.679284209202126,0.010005758016922337,False,False
released recipe (lambda 0.397),seed_tuned_20260823,20260823,70,70,70,0.39749949030707654,-4.3971729704759035,0.6796551550035342,0.010517671070802802,False,False
released recipe (lambda 0.397),seed_tuned_20260824,20260824,70,70,70,0.39749949030707654,-4.306821239058818,0.6785272529777041,0.011045917513467046,False,False
lambda_PID 2,optuna_best_pidweight,20260822,70,70,70,2.0,-5.0090954306579505,0.7401578765292324,0.009356010860324556,True,False
lambda_PID 2,seed_pidweight_20260823,20260823,70,67,70,2.0,-4.304144503678335,0.6796172876905988,0.00887864594968003,False,False
lambda_PID 2,seed_pidweight_20260824,20260824,12,2,70,2.0,-2.5682177189437345,0.6746595339900922,0.05196079753691608,False,True
lambda_PID 2,seed_pidweight_20260825,20260825,70,70,70,2.0,-4.345500589599849,0.6792429133017671,0.009427956302327942,False,False
lambda_PID 2,seed_pidweight_20260826,20260826,70,70,70,2.0,-4.860516199028362,0.7325597519160952,0.011182886618177955,True,False
lambda_PID 2,seed_pidweight_20260827,20260827,70,69,70,2.0,-4.259103626081046,0.6816313983324654,0.010007997722996124,False,False
