variable,bin_index,low,high,n,observed_efficiency,fm_mean_probability,signed_difference_fm_minus_mc,absolute_difference,observed_binomial_standard_error,fm_mean_standard_error
gen_p,2,2.0,3.0,110932,0.5289096236228943,0.5307398438453674,0.0018302202224731445,0.0018302202224731445,0.0014986990405836684,0.001246871891369436
gen_p,3,3.0,4.0,97129,0.5383561849594116,0.538926362991333,0.0005701780319213867,0.0005701780319213867,0.0015996092446796256,0.0013504307488537736
gen_p,4,4.0,5.0,83190,0.5287294387817383,0.5293405652046204,0.0006111264228820801,0.0006111264228820801,0.0017306782651464283,0.001481606779866501
gen_p,5,5.0,6.0,68914,0.5125083327293396,0.5139238238334656,0.0014154911041259766,0.0014154911041259766,0.0019040587062188212,0.00165191886339264
gen_p,6,6.0,7.0,55289,0.48089131712913513,0.48093777894973755,4.646182060241699e-05,4.646182060241699e-05,0.0021248743149229975,0.00186976020968966
gen_p,7,7.0,8.0,41945,0.43163666129112244,0.4309177100658417,-0.0007189512252807617,0.0007189512252807617,0.0024184220357371406,0.0021526650184029057
gen_p,8,8.0,9.0,27547,0.34384870529174805,0.3445174992084503,0.0006687939167022705,0.0006687939167022705,0.00286186100599724,0.002562633871830904
gen_p,9,9.0,11.0,15492,0.19203460216522217,0.1931973695755005,0.0011627674102783203,0.0011627674102783203,0.0031646987960863046,0.0027954033063442682
