generated_pid,generated_species,n,coatjava_correct_fraction,fm_correct_mean_probability
-211,pi-,45817,0.5508217473863413,0.5521219968795776
211,pi+,56967,0.5882704021626556,0.5891992449760437
2212,proton,55872,0.8148804410080184,0.8228042721748352
