generated_pid,generated_species,bin_index,p_low_gev,p_high_gev,upper_edge_inclusive,n,total_variation_distance,max_absolute_class_difference,worst_reconstructed_pid,coatjava_row_sum,fm_row_sum
-211,pi-,0,0.0,1.0,False,1554,0.01463212608206636,0.012101900163304369,2112,0.9999999999999999,1.0000000018771185
-211,pi-,1,1.0,2.0,False,5700,0.008903586324632147,0.005685953419857781,-211,1.0,1.000000000711785
-211,pi-,2,2.0,3.0,False,6579,0.007864242361953915,0.0052255026095000545,-211,0.9999999999999999,1.0000000000395193
-211,pi-,3,3.0,4.0,False,7020,0.005951169109569067,0.0037994215349823335,2112,1.0,1.0000000003634264
-211,pi-,4,4.0,5.0,False,7152,0.010803726377534477,0.005792289918700053,-2212,1.0000000000000002,1.0000000004281056
-211,pi-,5,5.0,6.0,False,6396,0.008786871550625136,0.006694275126431559,-2212,1.0,0.9999999998234675
-211,pi-,6,6.0,7.0,False,6107,0.011280274776529492,0.007745110121919446,-321,1.0,0.9999999997195543
-211,pi-,7,7.0,8.0,False,4253,0.009158514579931628,0.005665712429140657,-211,1.0,1.0000000000201414
-211,pi-,8,8.0,9.0,True,1220,0.04100800415251353,0.02292878503238943,-211,1.0,0.9999999989926565
211,pi+,0,0.0,1.0,False,3118,0.005977454248131824,0.004934942021173949,211,1.0,0.9999999995608393
211,pi+,1,1.0,2.0,False,7438,0.00426876282839921,0.0026490752477613053,321,1.0,1.0000000005357168
211,pi+,2,2.0,3.0,False,7854,0.00852416571082317,0.0063862823631005705,211,0.9999999999999999,1.0000000003600664
211,pi+,3,3.0,4.0,False,8147,0.007383021812382025,0.003275165495413457,321,1.0000000000000002,0.9999999999795074
211,pi+,4,4.0,5.0,False,8181,0.011653702031121265,0.004830730243398966,2112,1.0,0.9999999996318933
211,pi+,5,5.0,6.0,False,7698,0.009075564894959254,0.0088200871501177,22,1.0,1.00000000019083
211,pi+,6,6.0,7.0,False,7337,0.009319799127959225,0.008402161105210082,211,0.9999999999999999,1.0000000007945273
211,pi+,7,7.0,8.0,False,5501,0.013245483731874428,0.005466176614428053,22,1.0,0.9999999996712184
211,pi+,8,8.0,9.0,True,1725,0.027215078244604892,0.01909318025993262,211,1.0,1.0000000003934417
2212,proton,0,0.0,1.0,False,3730,0.0017192008701248458,0.0015723501709128396,2212,1.0,0.9999999998906927
2212,proton,1,1.0,2.0,False,9202,0.00403813021712709,0.0027784789737109183,2112,1.0,0.9999999998792805
2212,proton,2,2.0,3.0,False,10040,0.008287878142389217,0.006948130594870761,2212,1.0,1.0000000004071241
2212,proton,3,3.0,4.0,False,10258,0.00335959845307743,0.0031003831849620855,2212,1.0,1.000000000359053
2212,proton,4,4.0,5.0,False,10333,0.005519131746152873,0.004331041123477597,2212,1.0,1.0000000004301761
2212,proton,5,5.0,6.0,False,9225,0.017322235119142874,0.016880328147230506,2212,0.9999999999999999,0.9999999999298389
2212,proton,6,6.0,7.0,False,3217,0.009690858801947637,0.007339480860210343,2112,1.0,0.9999999998267453
