device=cuda:0 run_dir=/home/htseng/Downloads/QuantumMC_Forward_Foundation_Model/runs/pid_restart_s23_205
loading deterministic, event-disjoint data splits...
loaded train=1,271,243, validation=159,550, test=158,448 in 5.48s
trainable_parameters=3,024,476
epoch=01 train_loss=2.38623 val_loss=-0.42967 val_nll=-2.55288 val_joint_nll=-1.49128 val_pid_acc=0.6747
epoch=02 train_loss=-0.60378 val_loss=-1.48004 val_nll=-3.54032 val_joint_nll=-2.51018 val_pid_acc=0.6747
epoch=03 train_loss=-1.12692 val_loss=-1.66818 val_nll=-3.70260 val_joint_nll=-2.68539 val_pid_acc=0.6747
epoch=04 train_loss=-1.46882 val_loss=-1.80911 val_nll=-3.82702 val_joint_nll=-2.81807 val_pid_acc=0.6741
epoch=05 train_loss=-1.72256 val_loss=-1.46650 val_nll=-3.48038 val_joint_nll=-2.47344 val_pid_acc=0.6754
epoch=06 train_loss=-1.96027 val_loss=-2.10101 val_nll=-4.10131 val_joint_nll=-3.10116 val_pid_acc=0.6751
epoch=07 train_loss=-2.10681 val_loss=-2.42516 val_nll=-4.43391 val_joint_nll=-3.42953 val_pid_acc=0.6753
epoch=08 train_loss=-2.34874 val_loss=-2.39474 val_nll=-4.39593 val_joint_nll=-3.39533 val_pid_acc=0.6750
epoch=09 train_loss=-2.45004 val_loss=-2.59045 val_nll=-4.58360 val_joint_nll=-3.58703 val_pid_acc=0.6752
epoch=10 train_loss=-2.54442 val_loss=-2.64137 val_nll=-4.63801 val_joint_nll=-3.63969 val_pid_acc=0.6759
epoch=11 train_loss=-2.67079 val_loss=-2.82046 val_nll=-4.81035 val_joint_nll=-3.81540 val_pid_acc=0.6754
epoch=12 train_loss=-2.75292 val_loss=-2.94759 val_nll=-4.93362 val_joint_nll=-3.94061 val_pid_acc=0.6766
epoch=13 train_loss=-2.82079 val_loss=-2.96471 val_nll=-4.95360 val_joint_nll=-3.95916 val_pid_acc=0.6752
epoch=14 train_loss=-2.88237 val_loss=-2.93598 val_nll=-4.91631 val_joint_nll=-3.92614 val_pid_acc=0.6767
epoch=15 train_loss=-2.95030 val_loss=-3.08988 val_nll=-5.06851 val_joint_nll=-4.07920 val_pid_acc=0.6773
epoch=16 train_loss=-2.99350 val_loss=-3.07712 val_nll=-5.05791 val_joint_nll=-4.06752 val_pid_acc=0.6766
epoch=17 train_loss=-3.02059 val_loss=-3.07948 val_nll=-5.05566 val_joint_nll=-4.06757 val_pid_acc=0.6772
epoch=18 train_loss=-3.05428 val_loss=-3.11000 val_nll=-5.09111 val_joint_nll=-4.10055 val_pid_acc=0.6763
epoch=19 train_loss=-3.08479 val_loss=-3.16618 val_nll=-5.14523 val_joint_nll=-4.15571 val_pid_acc=0.6760
epoch=20 train_loss=-3.09787 val_loss=-3.14208 val_nll=-5.12224 val_joint_nll=-4.13216 val_pid_acc=0.6759
epoch=21 train_loss=-3.12048 val_loss=-3.16977 val_nll=-5.14320 val_joint_nll=-4.15649 val_pid_acc=0.6777
epoch=22 train_loss=-3.13534 val_loss=-3.17446 val_nll=-5.15089 val_joint_nll=-4.16267 val_pid_acc=0.6776
epoch=23 train_loss=-3.15363 val_loss=-3.22192 val_nll=-5.19498 val_joint_nll=-4.20845 val_pid_acc=0.6775
epoch=24 train_loss=-3.17613 val_loss=-3.23488 val_nll=-5.20834 val_joint_nll=-4.22161 val_pid_acc=0.6766
epoch=25 train_loss=-3.18933 val_loss=-3.25498 val_nll=-5.22661 val_joint_nll=-4.24080 val_pid_acc=0.6778
epoch=26 train_loss=-3.20758 val_loss=-3.22279 val_nll=-5.19558 val_joint_nll=-4.20918 val_pid_acc=0.6773
epoch=27 train_loss=-3.22073 val_loss=-3.27094 val_nll=-5.24310 val_joint_nll=-4.25702 val_pid_acc=0.6771
epoch=28 train_loss=-3.23769 val_loss=-3.26581 val_nll=-5.23717 val_joint_nll=-4.25149 val_pid_acc=0.6781
epoch=29 train_loss=-3.24795 val_loss=-3.27672 val_nll=-5.24764 val_joint_nll=-4.26218 val_pid_acc=0.6772
epoch=30 train_loss=-3.25773 val_loss=-3.27112 val_nll=-5.24144 val_joint_nll=-4.25628 val_pid_acc=0.6778
