generated_pid,generated_species,bin_index,p_low_gev,p_high_gev,upper_edge_inclusive,n,total_variation_distance,max_absolute_class_difference,worst_reconstructed_pid,coatjava_row_sum,fm_row_sum
-211,pi-,0,0.0,1.0,False,1519,0.015237185905647294,0.008801053157364402,22,1.0,1.000000000140127
-211,pi-,1,1.0,2.0,False,5776,0.007205279460825792,0.004510744683795365,22,1.0,1.0000000004568432
-211,pi-,2,2.0,3.0,False,6624,0.009657851717730778,0.00774856266428503,-211,1.0,1.0000000002690086
-211,pi-,3,3.0,4.0,False,7079,0.013090065810989888,0.010961970695944179,-211,1.0,0.9999999999577847
-211,pi-,4,4.0,5.0,False,6908,0.008568147510964352,0.0040507812611482175,-321,1.0000000000000002,1.0000000009050949
-211,pi-,5,5.0,6.0,False,6199,0.011545552983484668,0.0054939690167476254,11,1.0,0.9999999999258055
-211,pi-,6,6.0,7.0,False,5897,0.012532399859802937,0.009273532947603691,-211,0.9999999999999999,0.9999999998104022
-211,pi-,7,7.0,8.0,False,4251,0.01641202052065598,0.010488828576449477,-321,1.0,1.000000000480369
-211,pi-,8,8.0,9.0,True,1195,0.026754950421654874,0.014263257994214212,-321,1.0,1.0000000011256882
211,pi+,0,0.0,1.0,False,2973,0.003071523073704291,0.0017694314608768281,22,0.9999999999999999,0.99999999915003
211,pi+,1,1.0,2.0,False,7436,0.014865054967069758,0.014027599821437309,211,1.0,1.0000000006653236
211,pi+,2,2.0,3.0,False,7946,0.003970234608607848,0.0020974626409050734,22,1.0000000000000002,0.9999999996520765
211,pi+,3,3.0,4.0,False,8189,0.015425535410733361,0.0097162309323916,211,1.0000000000000002,1.0000000003241607
211,pi+,4,4.0,5.0,False,7961,0.008211406816856502,0.00443058526977539,2112,0.9999999999999999,1.0000000001534168
211,pi+,5,5.0,6.0,False,7602,0.014116019817408697,0.007604988693291112,-11,1.0,1.0000000008349357
211,pi+,6,6.0,7.0,False,7517,0.005624656256081028,0.002472772354920938,22,1.0,1.0000000011542467
211,pi+,7,7.0,8.0,False,5336,0.013282589139498507,0.0070604998408921316,321,1.0,0.9999999997829152
211,pi+,8,8.0,9.0,True,1766,0.019748211576737302,0.014066821591778828,2212,1.0,0.9999999993484353
2212,proton,0,0.0,1.0,False,3875,0.002997547587640553,0.002336835736318701,2112,1.0,1.000000002143349
2212,proton,1,1.0,2.0,False,9441,0.00339089084042108,0.0024007263528712797,2112,1.0,0.9999999987980063
2212,proton,2,2.0,3.0,False,9857,0.002210282343751865,0.0018912041762955134,2212,1.0,0.9999999986773862
2212,proton,3,3.0,4.0,False,10070,0.006103610233263769,0.004679056369933529,2112,1.0,1.00000000043702
2212,proton,4,4.0,5.0,False,10569,0.006088334102186044,0.002936736253281516,2112,1.0,0.9999999991433295
2212,proton,5,5.0,6.0,False,9151,0.012657110234255071,0.0070009230720633475,2212,1.0,1.00000000008735
2212,proton,6,6.0,7.0,False,3311,0.010668019162806295,0.00952484011560073,2212,1.0,0.9999999984161224
