device=cuda:1 run_dir=/home/htseng/Downloads/QuantumMC_Forward_Foundation_Model/runs/seed_pidweight_warmup_20260823
loading deterministic, event-disjoint data splits...
epoch=38 train_loss=-3.23650 val_loss=-3.17359 val_nll=-5.14161 val_joint_nll=-4.15760 val_pid_acc=0.6780
epoch=39 train_loss=-3.24366 val_loss=-3.17369 val_nll=-5.14144 val_joint_nll=-4.15757 val_pid_acc=0.6776
epoch=40 train_loss=-3.25067 val_loss=-3.19027 val_nll=-5.15767 val_joint_nll=-4.17397 val_pid_acc=0.6780
epoch=41 train_loss=-3.25417 val_loss=-3.19200 val_nll=-5.15896 val_joint_nll=-4.17548 val_pid_acc=0.6779
epoch=42 train_loss=-3.25814 val_loss=-3.19531 val_nll=-5.16447 val_joint_nll=-4.17989 val_pid_acc=0.6780
epoch=43 train_loss=-3.26696 val_loss=-3.21247 val_nll=-5.18021 val_joint_nll=-4.19634 val_pid_acc=0.6778
epoch=44 train_loss=-3.27206 val_loss=-3.21530 val_nll=-5.18322 val_joint_nll=-4.19926 val_pid_acc=0.6773
epoch=45 train_loss=-3.27388 val_loss=-3.22981 val_nll=-5.19636 val_joint_nll=-4.21309 val_pid_acc=0.6779
epoch=46 train_loss=-3.28000 val_loss=-3.21293 val_nll=-5.18131 val_joint_nll=-4.19712 val_pid_acc=0.6776
epoch=47 train_loss=-3.28444 val_loss=-3.23585 val_nll=-5.20170 val_joint_nll=-4.21878 val_pid_acc=0.6782
epoch=48 train_loss=-3.28818 val_loss=-3.22985 val_nll=-5.19543 val_joint_nll=-4.21264 val_pid_acc=0.6778
epoch=49 train_loss=-3.29265 val_loss=-3.24017 val_nll=-5.20612 val_joint_nll=-4.22314 val_pid_acc=0.6783
epoch=50 train_loss=-3.29503 val_loss=-3.25180 val_nll=-5.21674 val_joint_nll=-4.23427 val_pid_acc=0.6781
epoch=51 train_loss=-3.29952 val_loss=-3.23733 val_nll=-5.20326 val_joint_nll=-4.22030 val_pid_acc=0.6781
epoch=52 train_loss=-3.30249 val_loss=-3.24683 val_nll=-5.21375 val_joint_nll=-4.23029 val_pid_acc=0.6776
epoch=53 train_loss=-3.30506 val_loss=-3.24033 val_nll=-5.20580 val_joint_nll=-4.22306 val_pid_acc=0.6780
epoch=54 train_loss=-3.30847 val_loss=-3.25991 val_nll=-5.22538 val_joint_nll=-4.24265 val_pid_acc=0.6779
epoch=55 train_loss=-3.31179 val_loss=-3.26326 val_nll=-5.22789 val_joint_nll=-4.24558 val_pid_acc=0.6782
epoch=56 train_loss=-3.31360 val_loss=-3.25815 val_nll=-5.22288 val_joint_nll=-4.24052 val_pid_acc=0.6781
epoch=57 train_loss=-3.31605 val_loss=-3.26012 val_nll=-5.22433 val_joint_nll=-4.24223 val_pid_acc=0.6783
epoch=58 train_loss=-3.31944 val_loss=-3.27024 val_nll=-5.23435 val_joint_nll=-4.25229 val_pid_acc=0.6783
epoch=59 train_loss=-3.32231 val_loss=-3.26567 val_nll=-5.22962 val_joint_nll=-4.24764 val_pid_acc=0.6783
epoch=60 train_loss=-3.32450 val_loss=-3.25835 val_nll=-5.22319 val_joint_nll=-4.24077 val_pid_acc=0.6779
epoch=61 train_loss=-3.32704 val_loss=-3.26770 val_nll=-5.23160 val_joint_nll=-4.24965 val_pid_acc=0.6782
epoch=62 train_loss=-3.32889 val_loss=-3.27191 val_nll=-5.23579 val_joint_nll=-4.25385 val_pid_acc=0.6782
epoch=63 train_loss=-3.32999 val_loss=-3.26638 val_nll=-5.22994 val_joint_nll=-4.24816 val_pid_acc=0.6783
epoch=64 train_loss=-3.33325 val_loss=-3.26685 val_nll=-5.23044 val_joint_nll=-4.24865 val_pid_acc=0.6783
epoch=65 train_loss=-3.33437 val_loss=-3.27079 val_nll=-5.23459 val_joint_nll=-4.25269 val_pid_acc=0.6781
epoch=66 train_loss=-3.33475 val_loss=-3.26799 val_nll=-5.23165 val_joint_nll=-4.24982 val_pid_acc=0.6782
epoch=67 train_loss=-3.33625 val_loss=-3.26870 val_nll=-5.23230 val_joint_nll=-4.25050 val_pid_acc=0.6783
epoch=68 train_loss=-3.33766 val_loss=-3.27022 val_nll=-5.23377 val_joint_nll=-4.25199 val_pid_acc=0.6782
epoch=69 train_loss=-3.33717 val_loss=-3.27049 val_nll=-5.23409 val_joint_nll=-4.25229 val_pid_acc=0.6782
epoch=70 train_loss=-3.33810 val_loss=-3.27306 val_nll=-5.23665 val_joint_nll=-4.25485 val_pid_acc=0.6782
test_nll=-5.274901
test_pid_accuracy=0.6799
checkpoint=/home/htseng/Downloads/QuantumMC_Forward_Foundation_Model/runs/seed_pidweight_warmup_20260823/model.pt
