device=cuda:1 run_dir=/home/htseng/Downloads/QuantumMC_Forward_Foundation_Model/runs/seed_tuned_20260824
loading deterministic, event-disjoint data splits...
epoch=57 train_loss=-4.86336 val_loss=-4.88945 val_nll=-5.28186 val_joint_nll=-4.29467 val_pid_acc=0.6760
epoch=58 train_loss=-4.86392 val_loss=-4.89261 val_nll=-5.28507 val_joint_nll=-4.29776 val_pid_acc=0.6760
epoch=59 train_loss=-4.86605 val_loss=-4.88952 val_nll=-5.28195 val_joint_nll=-4.29470 val_pid_acc=0.6761
epoch=60 train_loss=-4.86744 val_loss=-4.89495 val_nll=-5.28726 val_joint_nll=-4.30030 val_pid_acc=0.6761
epoch=61 train_loss=-4.86849 val_loss=-4.89442 val_nll=-5.28676 val_joint_nll=-4.29975 val_pid_acc=0.6760
epoch=62 train_loss=-4.86882 val_loss=-4.89439 val_nll=-5.28671 val_joint_nll=-4.29974 val_pid_acc=0.6761
epoch=63 train_loss=-4.86980 val_loss=-4.89440 val_nll=-5.28673 val_joint_nll=-4.29975 val_pid_acc=0.6760
epoch=64 train_loss=-4.87168 val_loss=-4.89699 val_nll=-5.28926 val_joint_nll=-4.30242 val_pid_acc=0.6761
epoch=65 train_loss=-4.87238 val_loss=-4.89884 val_nll=-5.29106 val_joint_nll=-4.30433 val_pid_acc=0.6760
epoch=66 train_loss=-4.87265 val_loss=-4.89766 val_nll=-5.28991 val_joint_nll=-4.30311 val_pid_acc=0.6761
epoch=67 train_loss=-4.87338 val_loss=-4.89833 val_nll=-5.29055 val_joint_nll=-4.30382 val_pid_acc=0.6762
epoch=68 train_loss=-4.87359 val_loss=-4.89965 val_nll=-5.29189 val_joint_nll=-4.30513 val_pid_acc=0.6760
epoch=69 train_loss=-4.87443 val_loss=-4.89989 val_nll=-5.29211 val_joint_nll=-4.30539 val_pid_acc=0.6762
epoch=70 train_loss=-4.87480 val_loss=-4.90043 val_nll=-5.29265 val_joint_nll=-4.30593 val_pid_acc=0.6761
test_nll=-5.292126
test_pid_accuracy=0.6785
checkpoint=/home/htseng/Downloads/QuantumMC_Forward_Foundation_Model/runs/seed_tuned_20260824/model.pt
