run,training_seed,split_seed,pid_loss_weight,epochs_run,best_epoch,validation_joint_nll,validation_pid_accuracy,test_joint_nll,test_residual_nll,test_pid_cross_entropy,test_pid_accuracy,test_pid_weighted_mean_tv,selected,reached_better_solution
pid_restart_s23_201,201,20260823,2.0,70,70,-4.339019449948144,0.678238796615481,-4.387068016299404,-5.36486746135004,0.9777994450506364,0.6797245784105826,0.008924422985531642,False,False
pid_restart_s23_202,202,20260823,2.0,70,70,-4.943434170394884,0.7379567533688499,-4.982564006858819,-5.705373528195573,0.7228095213367544,0.7388670099969706,0.009410972372988075,False,True
pid_restart_s23_203,203,20260823,2.0,70,70,-4.946206642314207,0.7388404888749608,-4.9833802749481535,-5.703375816248913,0.7199955413007597,0.739775825507422,0.008928722899940714,True,True
pid_restart_s23_204,204,20260823,2.0,70,70,-4.332500272746072,0.6782575994985898,-4.378151272452625,-5.355958899596502,0.9778076271438771,0.6798508027870342,0.00960102750918066,False,False
pid_restart_s23_205,205,20260823,2.0,70,68,-4.344464329215509,0.6781886555938578,-4.392166646215683,-5.370006286386503,0.9778396401708203,0.6798003130364536,0.009267556706866367,False,False
pid_restart_s23_206,206,20260823,2.0,70,69,-4.314581761738979,0.6783328110310247,-4.35899994075509,-5.336985157316867,0.9779852165617775,0.6797813793799858,0.009072941731273121,False,False
