generated_pid,generated_species,bin_index,p_low_gev,p_high_gev,upper_edge_inclusive,n,reconstructed_pid,observed_count,coatjava_fraction,coatjava_standard_error,fm_mean_probability,fm_mean_standard_error,signed_difference_fm_minus_coatjava,absolute_difference
-211,pi-,0,0.0,1.0,False,1554,-2212,2,0.001287001287001287,0.00090946153284367,0.001539863353648071,3.661000101081679e-05,0.000252862066646784,0.000252862066646784
-211,pi-,0,0.0,1.0,False,1554,-321,15,0.009652509652509652,0.002480209791786323,0.006866440669495863,0.00016129559772122838,-0.0027860689830137893,0.0027860689830137893
-211,pi-,0,0.0,1.0,False,1554,-211,812,0.5225225225225225,0.012670782775794313,0.5249409490138761,0.010840970729172426,0.002418426491353598,0.002418426491353598
-211,pi-,0,0.0,1.0,False,1554,-11,0,0.0,0.0,2.164373288318169e-05,8.538911218867799e-07,2.164373288318169e-05,2.164373288318169e-05
-211,pi-,0,0.0,1.0,False,1554,11,1,0.0006435006435006435,0.000643293563642184,0.0006970833762921286,1.7246642739669224e-05,5.358273279148509e-05,5.358273279148509e-05
-211,pi-,0,0.0,1.0,False,1554,22,144,0.09266409266409266,0.007355535242908827,0.0963876686122465,0.0024848660887681795,0.00372357594815384,0.00372357594815384
-211,pi-,0,0.0,1.0,False,1554,45,0,0.0,0.0,0.00018921593041803467,1.359231680945329e-05,0.00018921593041803467,0.00018921593041803467
-211,pi-,0,0.0,1.0,False,1554,211,1,0.0006435006435006435,0.000643293563642184,0.0010996872470632872,9.83665642077415e-05,0.0004561866035626437,0.0004561866035626437
-211,pi-,0,0.0,1.0,False,1554,321,0,0.0,0.0,0.0001843973700447309,4.845776909853448e-06,0.0001843973700447309,0.0001843973700447309
-211,pi-,0,0.0,1.0,False,1554,2112,570,0.3667953667953668,0.01222526988416014,0.3585581453313315,0.009895057380803604,-0.008237221464035271,0.008237221464035271
-211,pi-,0,0.0,1.0,False,1554,2212,9,0.005791505791505791,0.0019249035564222077,0.009514855879402097,0.00093035867706117,0.003723350087896306,0.003723350087896306
-211,pi-,0,0.0,1.0,False,1554,OTHER,0,0.0,0.0,5.013937815970899e-08,9.021940910992235e-10,5.013937815970899e-08,5.013937815970899e-08
-211,pi-,1,1.0,2.0,False,5700,-2212,64,0.011228070175438596,0.0013956071819251493,0.012521625023790827,0.0001159200484948765,0.001293554848352231,0.001293554848352231
-211,pi-,1,1.0,2.0,False,5700,-321,134,0.023508771929824562,0.002006835230964768,0.021350612816974732,0.00013898106099550535,-0.00215815911284983,0.00215815911284983
-211,pi-,1,1.0,2.0,False,5700,-211,4136,0.7256140350877193,0.00591012077490269,0.7307211647525516,0.0040876445855687945,0.005107129664832288,0.005107129664832288
-211,pi-,1,1.0,2.0,False,5700,-11,1,0.00017543859649122806,0.00017542320646562792,2.925561832366759e-05,8.468227912544395e-07,-0.00014618297816756048,0.00014618297816756048
-211,pi-,1,1.0,2.0,False,5700,11,8,0.0014035087719298245,0.000495866941521816,0.0012217491696438836,7.912049857399642e-06,-0.00018175960228594083,0.00018175960228594083
-211,pi-,1,1.0,2.0,False,5700,22,550,0.09649122807017543,0.003910863658725229,0.09373117977655247,0.0013766239720563373,-0.0027600482936229603,0.0027600482936229603
-211,pi-,1,1.0,2.0,False,5700,45,1,0.00017543859649122806,0.00017542320646562792,0.0002454812793190573,1.3046656019802246e-05,7.004268282782922e-05,7.004268282782922e-05
-211,pi-,1,1.0,2.0,False,5700,211,13,0.0022807017543859647,0.0006318311113855111,0.002679395257449901,0.00016221576125608804,0.0003986935030639363,0.0003986935030639363
-211,pi-,1,1.0,2.0,False,5700,321,0,0.0,0.0,0.00021680927361637914,7.038958872511846e-06,0.00021680927361637914,0.00021680927361637914
-211,pi-,1,1.0,2.0,False,5700,2112,723,0.1268421052631579,0.0044079908618120936,0.12470824569823187,0.0029002203348736997,-0.0021338595649260245,0.0021338595649260245
-211,pi-,1,1.0,2.0,False,5700,2212,70,0.012280701754385965,0.001458783807245514,0.012574434477647995,0.0007566260585650269,0.0002937327232620298,0.0002937327232620298
-211,pi-,1,1.0,2.0,False,5700,OTHER,0,0.0,0.0,4.6279144639662765e-08,5.560463701889626e-10,4.6279144639662765e-08,4.6279144639662765e-08
-211,pi-,2,2.0,3.0,False,6579,-2212,241,0.036631706946344426,0.002316033351828601,0.03383639702896748,0.00021445823643914588,-0.002795309917376948,0.002795309917376948
-211,pi-,2,2.0,3.0,False,6579,-321,334,0.05076759385924912,0.0027064476131315085,0.04863725251330871,0.00033801869889477185,-0.002130341345940416,0.002130341345940416
-211,pi-,2,2.0,3.0,False,6579,-211,4535,0.6893144854841161,0.005705441566833074,0.6962538706956769,0.003436253671625984,0.006939385211560789,0.006939385211560789
-211,pi-,2,2.0,3.0,False,6579,-11,0,0.0,0.0,3.715987267330208e-05,1.1426102236719087e-06,3.715987267330208e-05,3.715987267330208e-05
-211,pi-,2,2.0,3.0,False,6579,11,7,0.0010639914880680955,0.0004019369825244644,0.001046629998356561,5.8754624428843895e-06,-1.7361489711534587e-05,1.7361489711534587e-05
-211,pi-,2,2.0,3.0,False,6579,22,529,0.08040735674114607,0.003352476125662036,0.07806869692871692,0.0010631701812169759,-0.0023386598124291585,0.0023386598124291585
-211,pi-,2,2.0,3.0,False,6579,45,3,0.00045599635202918376,0.0002632095847567982,0.0003223714805619577,1.5769969864078233e-05,-0.00013362487146722607,0.00013362487146722607
-211,pi-,2,2.0,3.0,False,6579,211,30,0.004559963520291838,0.0008306313014008783,0.005286063265356516,0.0002691144930555169,0.0007260997450646784,0.0007260997450646784
-211,pi-,2,2.0,3.0,False,6579,321,4,0.0006079951360389116,0.00030390513944692735,0.0004895081381853828,1.989161070124176e-05,-0.00011848699785352887,0.00011848699785352887
-211,pi-,2,2.0,3.0,False,6579,2112,786,0.11947104423164615,0.003998740374358402,0.12062075092617339,0.002682688870760213,0.0011497066945272416,0.0011497066945272416
-211,pi-,2,2.0,3.0,False,6579,2212,110,0.01671986624107007,0.0015807933073177774,0.015401249548876415,0.0008544236839272245,-0.0013186166921936547,0.0013186166921936547
-211,pi-,2,2.0,3.0,False,6579,OTHER,0,0.0,0.0,4.9584429572424955e-08,5.568962808455174e-10,4.9584429572424955e-08,4.9584429572424955e-08
-211,pi-,3,3.0,4.0,False,7020,-2212,386,0.05498575498575498,0.0027206690598280464,0.055923304170926225,0.0002879558340162118,0.0009375491851712422,0.0009375491851712422
-211,pi-,3,3.0,4.0,False,7020,-321,879,0.1252136752136752,0.003950102071477893,0.12425290203505664,0.0006950459042718724,-0.0009607731786185764,0.0009607731786185764
-211,pi-,3,3.0,4.0,False,7020,-211,4335,0.6175213675213675,0.005800441187855974,0.6164130674160774,0.002598499789643768,-0.001108300105290172,0.001108300105290172
-211,pi-,3,3.0,4.0,False,7020,-11,0,0.0,0.0,4.7340298169858626e-05,1.351434511408454e-06,4.7340298169858626e-05,4.7340298169858626e-05
-211,pi-,3,3.0,4.0,False,7020,11,7,0.0009971509971509972,0.000376699697333954,0.0013727612614619106,7.146311098159058e-06,0.0003756102643109134,0.0003756102643109134
-211,pi-,3,3.0,4.0,False,7020,22,546,0.07777777777777778,0.0031965168690722256,0.07634891239167363,0.0010311468421214446,-0.00142886538610415,0.00142886538610415
