generated_pid,generated_species,bin_index,p_low_gev,p_high_gev,upper_edge_inclusive,n,reconstructed_pid,observed_count,coatjava_fraction,coatjava_standard_error,fm_mean_probability,fm_mean_standard_error,signed_difference_fm_minus_coatjava,absolute_difference
-211,pi-,0,0.0,1.0,False,1519,-2212,2,0.0013166556945358788,0.0009304030543411126,0.001699341165020409,3.812345563658184e-05,0.00038268547048453025,0.00038268547048453025
-211,pi-,0,0.0,1.0,False,1519,-321,13,0.008558262014483212,0.0023634558898155463,0.006715482243428484,0.00014910811636298154,-0.001842779771054728,0.001842779771054728
-211,pi-,0,0.0,1.0,False,1519,-211,812,0.5345622119815668,0.012798263889806098,0.5446327032259528,0.010851123262037566,0.01007049124438597,0.01007049124438597
-211,pi-,0,0.0,1.0,False,1519,-11,0,0.0,0.0,1.6859854000677106e-05,1.0608527295444861e-06,1.6859854000677106e-05,1.6859854000677106e-05
-211,pi-,0,0.0,1.0,False,1519,11,2,0.0013166556945358788,0.0009304030543411126,0.001094265729102083,2.4395786420185824e-05,-0.00022238996543379576,0.00022238996543379576
-211,pi-,0,0.0,1.0,False,1519,22,156,0.10269914417379855,0.007788854055943316,0.09308576523654354,0.002505254433303333,-0.009613378937255015,0.009613378937255015
-211,pi-,0,0.0,1.0,False,1519,45,1,0.0006583278472679394,0.0006581111138144056,0.00021351759121520386,1.951808225655509e-05,-0.00044481025605273557,0.00044481025605273557
-211,pi-,0,0.0,1.0,False,1519,211,1,0.0006583278472679394,0.0006581111138144056,0.001467250381456845,0.0001648170748672152,0.0008089225341889057,0.0008089225341889057
-211,pi-,0,0.0,1.0,False,1519,321,1,0.0006583278472679394,0.0006581111138144056,0.00014281629082967012,7.855023279899855e-06,-0.0005155115564382693,0.0005155115564382693
-211,pi-,0,0.0,1.0,False,1519,2112,508,0.3344305464121132,0.012105166662762278,0.34066716334252195,0.009842976781997323,0.006236616930408723,0.006236616930408723
-211,pi-,0,0.0,1.0,False,1519,2212,23,0.015141540487162607,0.0031332356115561302,0.010264729879400433,0.0010057850451053744,-0.0048768106077621744,0.0048768106077621744
-211,pi-,0,0.0,1.0,False,1519,OTHER,0,0.0,0.0,1.0369568796462655e-07,1.3964295857929045e-09,1.0369568796462655e-07,1.0369568796462655e-07
-211,pi-,1,1.0,2.0,False,5776,-2212,60,0.01038781163434903,0.001334077189161475,0.011336916738597783,0.00010772940857032458,0.0009491051042487524,0.0009491051042487524
-211,pi-,1,1.0,2.0,False,5776,-321,116,0.02008310249307479,0.0018458501167817425,0.019353574630161508,0.00013997024432822278,-0.0007295278629132831,0.0007295278629132831
-211,pi-,1,1.0,2.0,False,5776,-211,4099,0.7096606648199446,0.005972617653848969,0.723055599046841,0.004253786132052968,0.013394934226896416,0.013394934226896416
-211,pi-,1,1.0,2.0,False,5776,-11,0,0.0,0.0,4.850682688678606e-05,1.0936637092209915e-06,4.850682688678606e-05,4.850682688678606e-05
-211,pi-,1,1.0,2.0,False,5776,11,11,0.001904432132963989,0.0005736608625160331,0.000854625778733824,6.475933507843581e-06,-0.001049806354230165,0.001049806354230165
-211,pi-,1,1.0,2.0,False,5776,22,604,0.10457063711911357,0.004026307597420636,0.09588963534603014,0.0014088962896819121,-0.008681001773083438,0.008681001773083438
-211,pi-,1,1.0,2.0,False,5776,45,2,0.00034626038781163435,0.00024480067487989664,0.000279420852637491,1.2943038082501035e-05,-6.683953517414335e-05,6.683953517414335e-05
