generated_pid,generated_species,n,coatjava_correct_fraction,fm_correct_mean_probability
-211,pi-,45772,0.5528052084243642,0.5549685955047607
211,pi+,57398,0.5879298930276317,0.5905922651290894
2212,proton,56072,0.8141674989299472,0.8163958191871643
