seed,variant,test_pid_cross_entropy,test_pid_accuracy,selected_epoch,min_total_loss_epoch,min_pid_cross_entropy_epoch,feature_count,target_count,trained_epochs,correct_mae_unweighted_pi_minus,correct_mae_weighted_pi_minus,weighted_bin_tv_pi_minus,correct_mae_unweighted_pi_plus,correct_mae_weighted_pi_plus,weighted_bin_tv_pi_plus,correct_mae_unweighted_proton,correct_mae_weighted_proton,weighted_bin_tv_proton,macro_correct_mae_unweighted,macro_correct_mae_weighted,macro_weighted_bin_tv,mean_w1_delta_p,mean_w1_delta_theta,mean_w1_delta_phi,mean_beta_w1
20260829,A_original,0.9968925991277809,0.6769727792430686,30,20,30,4,3,30,0.010880357904240912,0.010835597988482165,0.028802197160699476,0.016166836660501067,0.016045915940896233,0.03474261813090926,0.0183305294703244,0.014368967222934062,0.021569146986930257,0.015125908011688791,0.013750160384104154,0.028371320759513,0.05071247244874636,0.0028735097342481217,0.01608385673413674,
20260829,B_beta_input,1.0003035556137094,0.6768970608649563,30,27,30,5,3,30,0.018361487330411826,0.018417742426501262,0.03515069169392946,0.019089023538483366,0.015703179692852096,0.04021178366401045,0.017136727621895727,0.014134030568316212,0.02251038783244429,0.01819574616359697,0.01608498422922319,0.032624287730128064,0.03376583196222782,0.002476646681316197,0.013269332703202963,
20260829,C_beta_target,0.9982423172401631,0.6765373985689227,30,28,30,4,4,30,0.017957551730693595,0.016435817545654194,0.03021688377472509,0.015637263730925097,0.014595314036205311,0.03056824618305553,0.01829819557325899,0.018131949265723972,0.023934143507228767,0.017297670344959225,0.01638769361586116,0.028239757821669795,0.04113886132836342,0.0025303201594700417,0.012965498181680838,0.004767238601360736
20260829,D_input_target_pid02,1.0008331575179874,0.6772062442422483,29,21,29,5,4,30,0.012832598053205073,0.013946248763036653,0.03163853693889553,0.022660787637221076,0.021993509888875752,0.042157829791033136,0.0219076501761587,0.018712495279841965,0.02437307737315644,0.01913367862219495,0.018217417977251456,0.03272314803436171,0.06867387890815735,0.0026099640720834336,0.013871301586429277,0.005954901414507194
20260829,A_original_pid1,0.9947559954261351,0.6774964980250123,30,19,30,4,3,30,0.012506925191208353,0.010585114542976854,0.024606876840786024,0.011817183280646773,0.010382608975280105,0.028987722907997737,0.017393027541218378,0.013854237440134008,0.022030514180813386,0.013905712004357834,0.011607320319463654,0.025208371309865713,0.03752397373318672,0.002031816130814453,0.017079269823928673,
20260829,B_beta_input_pid1,0.9946511834448022,0.677483878295327,30,18,30,5,3,30,0.010965557353307767,0.009163671023391272,0.024089886752206267,0.01415995858932545,0.013702883158975823,0.02913952374937633,0.01590339635803119,0.012550823811062864,0.02100811684175009,0.01367630410022147,0.011805792664476652,0.024745842447777566,0.03510741703212261,0.001864077290520072,0.01599335266898076,
20260829,D_input_target_pid1,0.9920686674064486,0.6774018500523719,30,13,30,5,4,30,0.010368691920146432,0.008863841373838301,0.0239761272170781,0.014041489666548964,0.01245229939873417,0.028469580868109932,0.010138448406615088,0.00910491750258285,0.01595606148960197,0.011516209997770163,0.010140352758385108,0.02280058985826333,0.053569357842206955,0.0021496715877826014,0.011847561380515495,0.005887271301553794
20260830,A_original,1.005225122767006,0.6768465819462147,30,13,30,4,3,30,0.010594121399600852,0.010370796664189394,0.02939451265478167,0.022840663166870407,0.02031559668481089,0.04623461244039265,0.031116573622016284,0.0271886724170387,0.033340971750075526,0.021517119396162517,0.019291688588679662,0.03632336561508328,0.05206901083389918,0.0030614948676278195,0.018891959140698116,
20260830,B_beta_input,1.006521051384138,0.6764932295150238,30,23,30,5,3,30,0.014092145714823867,0.01337876196199779,0.0313041431735882,0.024000879708084035,0.023078280626492895,0.0473211305950793,0.030640135147425935,0.025918566443293916,0.032008941027711874,0.02291105352344461,0.020791869677261533,0.036878071598793125,0.04537689437468847,0.0021599679021164775,0.01480938121676445,
20260830,C_beta_target,0.9966928869840515,0.6772188639719338,30,27,30,4,4,30,0.00948745477360883,0.011106203893830977,0.028314935295037855,0.014617169965682563,0.013647440707678931,0.03665567967583805,0.020675059446044197,0.017916293047904833,0.024067147547116315,0.014926561395111865,0.014223312549804914,0.029679254172664076,0.08054519568880399,0.002189132501371205,0.01253127275655667,0.004927190852530158
20260830,D_input_target_pid02,0.9960170237293914,0.6773829204578438,30,30,30,5,4,30,0.00996043152687345,0.011749788460687182,0.029603291315114143,0.012317750931716573,0.012775812003443042,0.03637187828152082,0.017073341941163406,0.014286336661135922,0.02145516808881538,0.013117174799917808,0.012937312375088715,0.029143445895150114,0.08176164080699284,0.0019790701723347106,0.012221497793992361,0.004733866046650809
20260830,A_original_pid1,0.9927891288998917,0.6773703007281584,30,24,30,4,3,30,0.00959526750674012,0.006221742190849028,0.023459565487439812,0.015300959706796822,0.011747682330424593,0.028753174200837384,0.016871575193776626,0.01415941066778287,0.020640246108855557,0.013922600802437854,0.010709611729685495,0.024284328599044253,0.04060442497332891,0.0025930894383539758,0.01447744807228446,
20260830,B_beta_input_pid1,0.993326468315378,0.6774712585656415,30,26,30,5,3,30,0.008170943316262225,0.0058676409311961405,0.022356598829830744,0.015147098049241532,0.01282930032022996,0.029955889068895188,0.013091700362997385,0.011964943717659056,0.01936391844550073,0.012136580576167047,0.010220628323028386,0.023892135448075554,0.0491486539443334,0.0026577034344275794,0.015220006617407003,
20260830,D_input_target_pid1,0.9917529530597479,0.6775532868085966,30,30,30,5,4,30,0.012439049073213797,0.010947719113182942,0.02608505665581932,0.008967444465988616,0.007998284494070154,0.024039109553695225,0.009216366725838778,0.008047293504717614,0.01511941707936579,0.010207620088347063,0.008997765703990237,0.021747861096293442,0.05126045520106951,0.0024927544873207808,0.013506359420716763,0.005098021850891656
20260831,A_original,0.9965664708535068,0.676758243838417,30,15,30,4,3,30,0.009882031325999376,0.00766677758507222,0.024012150754478035,0.01597044600901713,0.014517023312852127,0.03642043872030157,0.022838245224342857,0.01971509328511889,0.02365479011953211,0.016230240853119787,0.013966298061014413,0.028029126531437232,0.049659534047047295,0.0026670571339006224,0.014774535161753496,
20260831,B_beta_input,0.9974021316289231,0.6763985815423834,29,28,29,5,3,30,0.011609871902595196,0.01060804240466031,0.027938078312423134,0.01389484669797892,0.011340577367029286,0.03406587125321129,0.01910669213827587,0.015145332064277674,0.021287429924984946,0.014870470246283329,0.01236465061198909,0.02776379316353979,0.05138076345125834,0.0028291152169307074,0.016572924330830574,
20260831,C_beta_target,1.006277327444806,0.6762723842455295,30,24,30,4,4,30,0.012954217755190258,0.011532269562086963,0.029302059633853544,0.02390832526977648,0.020835805747450805,0.03860273878580452,0.027151316119714424,0.02320427587381641,0.030164201607944887,0.021337953048227054,0.018524117061118058,0.03268966667586765,0.0496141624947389,0.002389417728409171,0.014152023009955883,0.004455005612184307
20260831,D_input_target_pid02,1.0040343816996664,0.6770737370805517,30,26,30,5,4,30,0.01025539649887445,0.010122315736371233,0.02715992466006796,0.02100815559938761,0.018441374846702767,0.039535047569628876,0.023594822346525306,0.021529632404408514,0.028187889724432397,0.01828612481492912,0.01669777432916084,0.03162762065137641,0.06079051891962687,0.0026861552614718676,0.014107239587853352,0.005037886993483089
20260831,A_original_pid1,0.9937636183503313,0.6777552024835628,30,30,30,4,3,30,0.009725741212032969,0.006394586580069126,0.02230391128811085,0.010754934304121451,0.010070366138414489,0.027832539247467942,0.01608128813440817,0.013770374659402777,0.02029583062700712,0.012187321216854197,0.010078442459295464,0.0234774270541953,0.045801145335038505,0.0023788256803527474,0.015153965602318445,
20260831,B_beta_input_pid1,0.9940753158926249,0.6779066392397874,30,30,30,5,3,30,0.010682353226126281,0.009307600579923457,0.02300948121232067,0.010081445217729542,0.008710133858051576,0.027558812837576822,0.016046693155106095,0.014856447970429261,0.021320397887088362,0.01227016386632064,0.01095806080280143,0.023962897312328618,0.04192890599370003,0.002197842695750296,0.015462536985675493,
20260831,D_input_target_pid1,0.9942142645110797,0.6774712585656415,30,17,30,5,4,30,0.011468598701957315,0.009964592478218359,0.026315948043264273,0.009889961980593855,0.008829976754955242,0.028702086995017563,0.012100648845588702,0.01117594175101911,0.018561977014648814,0.01115306984271329,0.009990170328064237,0.024526670684310217,0.05049525077144305,0.0019291123608127236,0.014398916624486446,0.005808004834088362
