species_pid,species,conditioning_variable,bin_index,bin_low,bin_high,n,target,observed_mean,sampled_mean,absolute_mean_difference,observed_std,sampled_std,std_ratio,wasserstein_1d
-211,pi-,gen_p,0,0.30248284339904785,2.30476450920105,9196,delta_p,-0.131020650267601,-0.12596502900123596,0.005055621266365051,0.49906206130981445,0.4920703172683716,0.9859902313089224,0.013317962177097797
-211,pi-,gen_p,0,0.30248284339904785,2.30476450920105,9196,delta_theta,-0.008351128548383713,-0.007844561710953712,0.0005065668374300003,0.12378114461898804,0.1230090856552124,0.9937627094485827,0.0027673644945025444
-211,pi-,gen_p,0,0.30248284339904785,2.30476450920105,9196,delta_phi,0.08414910733699799,0.10381723195314407,0.019668124616146088,0.9167367219924927,0.8600772619247437,0.9381944033565037,0.03325798362493515
-211,pi-,gen_p,1,2.30476450920105,3.6574511528015137,9196,delta_p,-0.451740026473999,-0.4489858150482178,0.00275421142578125,0.9179394245147705,0.9065033197402954,0.9875415474386883,0.011784033849835396
-211,pi-,gen_p,1,2.30476450920105,3.6574511528015137,9196,delta_theta,0.0022154920734465122,0.0011803506640717387,0.0010351414093747735,0.10834076255559921,0.10710422694683075,0.9885866078510026,0.002337321173399687
-211,pi-,gen_p,1,2.30476450920105,3.6574511528015137,9196,delta_phi,-0.025837916880846024,-0.019360801205039024,0.006477115675806999,0.6072461009025574,0.5954846739768982,0.9806315315846771,0.013460276648402214
-211,pi-,gen_p,2,3.6574511528015137,4.9356818199157715,9196,delta_p,-0.695500910282135,-0.6892724633216858,0.006228446960449219,1.3778480291366577,1.3722963333129883,0.9959707488008325,0.014947022311389446
-211,pi-,gen_p,2,3.6574511528015137,4.9356818199157715,9196,delta_theta,-0.0024095168337225914,-0.0030641471967101097,0.0006546303629875183,0.10283317416906357,0.10283668339252472,1.0000341254025222,0.0018589625833556056
-211,pi-,gen_p,2,3.6574511528015137,4.9356818199157715,9196,delta_phi,-0.02900722436606884,-0.01648193597793579,0.012525288388133049,0.530235767364502,0.5046617984771729,0.951768683930089,0.01616979017853737
-211,pi-,gen_p,3,4.9356818199157715,6.381378173828125,9196,delta_p,-1.0622669458389282,-1.067124605178833,0.004857659339904785,1.9619760513305664,1.9811999797821045,1.0097982482704113,0.026699790731072426
-211,pi-,gen_p,3,4.9356818199157715,6.381378173828125,9196,delta_theta,-0.0020545918960124254,-0.0026206448674201965,0.0005660529714077711,0.10203471779823303,0.10135886073112488,0.9933762048674,0.0011300462065264583
-211,pi-,gen_p,3,4.9356818199157715,6.381378173828125,9196,delta_phi,-0.02309129759669304,-0.022240743041038513,0.0008505545556545258,0.5086283087730408,0.499394953250885,0.9818465559960096,0.00972963310778141
-211,pi-,gen_p,4,6.381378173828125,8.962946891784668,9197,delta_p,-1.432756781578064,-1.4305185079574585,0.0022382736206054688,2.685558795928955,2.6974236965179443,1.0044180379170902,0.027157103642821312
-211,pi-,gen_p,4,6.381378173828125,8.962946891784668,9197,delta_theta,0.018629802390933037,0.020309099927544594,0.001679297536611557,0.08172311633825302,0.08380871266126633,1.0255202740235823,0.002360231475904584
-211,pi-,gen_p,4,6.381378173828125,8.962946891784668,9197,delta_phi,-0.02070939727127552,-0.011579673737287521,0.009129723533987999,0.4888845980167389,0.4676993191242218,0.9566660946602541,0.01440107449889183
-211,pi-,gen_theta,0,0.08726963400840759,0.2293844074010849,9196,delta_p,-1.9413461685180664,-1.9352409839630127,0.006105184555053711,2.437251091003418,2.4662020206451416,1.0118785174611633,0.03601057082414627
-211,pi-,gen_theta,0,0.08726963400840759,0.2293844074010849,9196,delta_theta,0.0807616263628006,0.07927920669317245,0.0014824196696281433,0.1274355798959732,0.12596473097801208,0.9884580984434505,0.0030153917614370584
-211,pi-,gen_theta,0,0.08726963400840759,0.2293844074010849,9196,delta_phi,0.003949462901800871,0.028019696474075317,0.02407023310661316,1.0910630226135254,1.036419153213501,0.9499168533187654,0.047244422137737274
-211,pi-,gen_theta,1,0.2293844074010849,0.3277846574783325,9196,delta_p,-0.49648183584213257,-0.4885059595108032,0.007975876331329346,1.488656997680664,1.4797770977020264,0.994034959031884,0.013864371925592422
-211,pi-,gen_theta,1,0.2293844074010849,0.3277846574783325,9196,delta_theta,0.003920297604054213,0.005130237899720669,0.0012099402956664562,0.051803696900606155,0.049990057945251465,0.9649901635623718,0.0023016235791146755
-211,pi-,gen_theta,1,0.2293844074010849,0.3277846574783325,9196,delta_phi,0.02134784311056137,0.029996486380696297,0.008648643270134926,0.5454870462417603,0.5199912786483765,0.9532605443721499,0.01189810037612915
-211,pi-,gen_theta,2,0.3277846574783325,0.41601860523223877,9196,delta_p,-0.3633151650428772,-0.36227262020111084,0.0010425448417663574,1.2574081420898438,1.2491201162338257,0.9934086430820759,0.010228714905679226
-211,pi-,gen_theta,2,0.3277846574783325,0.41601860523223877,9196,delta_theta,-0.0031229949090629816,-0.004048172850161791,0.0009251779410988092,0.04052823409438133,0.041035912930965424,1.012526547181943,0.0014211765956133604
-211,pi-,gen_theta,2,0.3277846574783325,0.41601860523223877,9196,delta_phi,-0.0013092895969748497,0.003823287319391966,0.005132576916366816,0.37823858857154846,0.33717450499534607,0.8914333840677533,0.011257797479629517
-211,pi-,gen_theta,3,0.41601860523223877,0.5043356418609619,9196,delta_p,-0.28271064162254333,-0.282817542552948,0.00010690093040466309,1.1047909259796143,1.0993252992630005,0.995052795431165,0.012756009586155415
-211,pi-,gen_theta,3,0.41601860523223877,0.5043356418609619,9196,delta_theta,-0.0076529099605977535,-0.0063570826314389706,0.001295827329158783,0.041387997567653656,0.03992109373211861,0.9645572648655635,0.001454816316254437
-211,pi-,gen_theta,3,0.41601860523223877,0.5043356418609619,9196,delta_phi,-0.008369152434170246,0.004150679334998131,0.012519831769168377,0.3024473786354065,0.3077528774738312,1.017541890633545,0.013040316291153431
-211,pi-,gen_theta,4,0.5043356418609619,1.8448617458343506,9197,delta_p,-0.6895121932029724,-0.693109393119812,0.0035971999168395996,1.509299397468567,1.5200639963150024,1.0071321825639699,0.018415257334709167
-211,pi-,gen_theta,4,0.5043356418609619,1.8448617458343506,9197,delta_theta,-0.06586677581071854,-0.0660347044467926,0.00016792863607406616,0.1480879783630371,0.15030743181705475,1.0149873978870632,0.001791857066564262
-211,pi-,gen_theta,4,0.5043356418609619,1.8448617458343506,9197,delta_phi,-0.030114565044641495,-0.03183387964963913,0.0017193146049976349,0.5230674743652344,0.5229907631874084,0.9998533436285271,0.011799375526607037
