device=cuda:0 run_dir=/home/htseng/Downloads/QuantumMC_Forward_Foundation_Model/runs/seed_pid_decoupled_20260826
loading deterministic, event-disjoint data splits...
epoch=59 train_loss=-3.36389 val_loss=-3.35895 val_nll=-5.33036 val_joint_nll=-4.34465 val_pid_acc=0.6768
epoch=60 train_loss=-3.36464 val_loss=-3.35831 val_nll=-5.33040 val_joint_nll=-4.34435 val_pid_acc=0.6767
epoch=61 train_loss=-3.36631 val_loss=-3.36071 val_nll=-5.33281 val_joint_nll=-4.34676 val_pid_acc=0.6767
epoch=62 train_loss=-3.36753 val_loss=-3.36037 val_nll=-5.33243 val_joint_nll=-4.34640 val_pid_acc=0.6768
epoch=63 train_loss=-3.36755 val_loss=-3.35907 val_nll=-5.33078 val_joint_nll=-4.34492 val_pid_acc=0.6768
epoch=64 train_loss=-3.36891 val_loss=-3.36084 val_nll=-5.33282 val_joint_nll=-4.34683 val_pid_acc=0.6769
epoch=65 train_loss=-3.36999 val_loss=-3.36089 val_nll=-5.33316 val_joint_nll=-4.34703 val_pid_acc=0.6767
epoch=66 train_loss=-3.37014 val_loss=-3.36128 val_nll=-5.33287 val_joint_nll=-4.34707 val_pid_acc=0.6768
epoch=67 train_loss=-3.37138 val_loss=-3.36344 val_nll=-5.33461 val_joint_nll=-4.34902 val_pid_acc=0.6769
epoch=68 train_loss=-3.37214 val_loss=-3.36176 val_nll=-5.33332 val_joint_nll=-4.34754 val_pid_acc=0.6768
epoch=69 train_loss=-3.37249 val_loss=-3.36309 val_nll=-5.33498 val_joint_nll=-4.34903 val_pid_acc=0.6768
epoch=70 train_loss=-3.37217 val_loss=-3.36313 val_nll=-5.33480 val_joint_nll=-4.34897 val_pid_acc=0.6768
test_nll=-5.351493
test_pid_accuracy=0.6793
checkpoint=/home/htseng/Downloads/QuantumMC_Forward_Foundation_Model/runs/seed_pid_decoupled_20260826/model.pt
