generated_pid,generated_species,bin_index,p_low_gev,p_high_gev,upper_edge_inclusive,n,total_variation_distance,max_absolute_class_difference,worst_reconstructed_pid,coatjava_row_sum,fm_row_sum
-211,pi-,0,0.0,1.0,False,1572,0.02511214560792656,0.016037911013166872,2112,1.0,0.9999999987476996
-211,pi-,1,1.0,2.0,False,5718,0.003721944856875563,0.0018620866313429074,-211,1.0,0.9999999994565104
-211,pi-,2,2.0,3.0,False,6603,0.014642624813737197,0.01021108837713014,-211,0.9999999999999999,0.9999999998673724
-211,pi-,3,3.0,4.0,False,7114,0.011970162882575117,0.007923223598853127,-321,0.9999999999999999,0.9999999997841692
-211,pi-,4,4.0,5.0,False,6935,0.01134849325740005,0.00731450084223538,22,1.0,1.0000000002624798
-211,pi-,5,5.0,6.0,False,6217,0.015467744769363221,0.0060691766928747115,-321,1.0,0.9999999994306857
-211,pi-,6,6.0,7.0,False,6099,0.009971992766174413,0.004486170764241876,-321,1.0,1.0000000009076484
-211,pi-,7,7.0,8.0,False,4246,0.015719372431639966,0.010641145737829427,-321,1.0,0.9999999985427672
-211,pi-,8,8.0,9.0,True,1268,0.029867581301091975,0.01674351446601935,-211,1.0,1.0000000009111232
211,pi+,0,0.0,1.0,False,3085,0.0038567295458033896,0.00292786382141748,2112,1.0,1.0000000000457845
211,pi+,1,1.0,2.0,False,7616,0.012849906389232144,0.011299802629206601,211,1.0,0.9999999990478184
211,pi+,2,2.0,3.0,False,7962,0.007602188163090876,0.006695752336225581,321,1.0,1.000000000671982
211,pi+,3,3.0,4.0,False,8205,0.011994680595604879,0.008751701716944296,2112,1.0,0.9999999999925927
211,pi+,4,4.0,5.0,False,8123,0.009582046551821922,0.006595687451322378,45,0.9999999999999999,1.0000000004375342
211,pi+,5,5.0,6.0,False,7659,0.01149984530302523,0.006304329667185776,-11,1.0,0.9999999993849021
211,pi+,6,6.0,7.0,False,7484,0.010344656483209638,0.004785705239321425,211,1.0,1.0000000006061118
211,pi+,7,7.0,8.0,False,5440,0.012312086213097942,0.006369775453897414,22,1.0,1.0000000010550163
211,pi+,8,8.0,9.0,True,1824,0.02386122956442109,0.015687369440249246,-11,1.0,1.0000000007663838
2212,proton,0,0.0,1.0,False,3629,0.0025997901775807472,0.0021493818952742494,2212,1.0,1.000000000626213
2212,proton,1,1.0,2.0,False,9453,0.0026061785884101173,0.0012993742248483707,211,1.0,0.999999998493951
2212,proton,2,2.0,3.0,False,9876,0.004169388800165345,0.0030529450548985454,2112,1.0,0.9999999998424555
2212,proton,3,3.0,4.0,False,10300,0.007738532176780314,0.0050745191808464485,2212,1.0,1.000000001520206
2212,proton,4,4.0,5.0,False,10425,0.0026231682186373985,0.0012971420674997985,22,1.0,0.9999999997025854
2212,proton,5,5.0,6.0,False,9198,0.005166401794791102,0.003834751943520398,45,1.0,1.0000000002969271
2212,proton,6,6.0,7.0,False,3191,0.020703495633921397,0.017887598664194204,2212,1.0,0.999999998580836
