device=cuda:0 run_dir=/home/htseng/Downloads/QuantumMC_Forward_Foundation_Model/runs/pid_restart_s24_305
loading deterministic, event-disjoint data splits...
loaded train=1,270,674, validation=159,300, test=159,267 in 5.46s
trainable_parameters=3,024,476
epoch=01 train_loss=2.24591 val_loss=-1.25422 val_nll=-3.32989 val_joint_nll=-2.29205 val_pid_acc=0.6722
epoch=02 train_loss=-0.69905 val_loss=-1.40478 val_nll=-3.45348 val_joint_nll=-2.42913 val_pid_acc=0.6722
epoch=03 train_loss=-1.17768 val_loss=-1.64654 val_nll=-3.67622 val_joint_nll=-2.66138 val_pid_acc=0.6726
epoch=04 train_loss=-1.42613 val_loss=-2.09373 val_nll=-4.11218 val_joint_nll=-3.10296 val_pid_acc=0.6730
epoch=05 train_loss=-1.75062 val_loss=-2.02468 val_nll=-4.07732 val_joint_nll=-3.05100 val_pid_acc=0.6731
epoch=06 train_loss=-1.94154 val_loss=-2.36737 val_nll=-4.38964 val_joint_nll=-3.37851 val_pid_acc=0.6735
epoch=07 train_loss=-2.28440 val_loss=-2.62010 val_nll=-4.62989 val_joint_nll=-3.62499 val_pid_acc=0.6725
epoch=08 train_loss=-2.39893 val_loss=-2.70270 val_nll=-4.70914 val_joint_nll=-3.70592 val_pid_acc=0.6737
epoch=09 train_loss=-2.56215 val_loss=-2.71783 val_nll=-4.72222 val_joint_nll=-3.72002 val_pid_acc=0.6733
epoch=10 train_loss=-2.66751 val_loss=-2.76960 val_nll=-4.78082 val_joint_nll=-3.77521 val_pid_acc=0.6714
epoch=11 train_loss=-2.71999 val_loss=-2.84917 val_nll=-4.84443 val_joint_nll=-3.84680 val_pid_acc=0.6741
epoch=12 train_loss=-2.81644 val_loss=-2.96681 val_nll=-4.95835 val_joint_nll=-3.96258 val_pid_acc=0.6744
epoch=13 train_loss=-2.84926 val_loss=-2.93249 val_nll=-4.92830 val_joint_nll=-3.93040 val_pid_acc=0.6736
epoch=14 train_loss=-2.91288 val_loss=-3.02601 val_nll=-5.01944 val_joint_nll=-4.02273 val_pid_acc=0.6733
