generated_pid,generated_species,bin_index,p_low_gev,p_high_gev,upper_edge_inclusive,n,reconstructed_pid,observed_count,coatjava_fraction,coatjava_standard_error,fm_mean_probability,fm_mean_standard_error,signed_difference_fm_minus_coatjava,absolute_difference
-211,pi-,0,0.0,1.0,False,1618,-2212,2,0.0012360939431396785,0.0008735100381301287,0.001608149215432376,3.807986392104014e-05,0.00037205527229269755,0.00037205527229269755
-211,pi-,0,0.0,1.0,False,1618,-321,10,0.006180469715698393,0.001948387103526012,0.006567215170476529,0.00015573614889979255,0.00038674545477813613,0.00038674545477813613
-211,pi-,0,0.0,1.0,False,1618,-211,876,0.5414091470951793,0.01238757308584946,0.5467317412595032,0.011096708928203032,0.005322594164323902,0.005322594164323902
-211,pi-,0,0.0,1.0,False,1618,-11,0,0.0,0.0,9.601937931371696e-06,9.002154130558407e-07,9.601937931371696e-06,9.601937931371696e-06
-211,pi-,0,0.0,1.0,False,1618,11,1,0.0006180469715698393,0.0006178559510208262,0.0011926252492471987,2.603709874141047e-05,0.0005745782776773595,0.0005745782776773595
-211,pi-,0,0.0,1.0,False,1618,22,172,0.10630407911001236,0.007662678316558512,0.09194765737589923,0.0032893793058669145,-0.014356421734113126,0.014356421734113126
-211,pi-,0,0.0,1.0,False,1618,45,0,0.0,0.0,0.00019622939862079476,1.5028130721793181e-05,0.00019622939862079476,0.00019622939862079476
-211,pi-,0,0.0,1.0,False,1618,211,0,0.0,0.0,0.0008557196834391074,7.676568883122749e-05,0.0008557196834391074,0.0008557196834391074
-211,pi-,0,0.0,1.0,False,1618,321,0,0.0,0.0,0.00010447465172120157,3.7201006514757412e-06,0.00010447465172120157,0.00010447465172120157
-211,pi-,0,0.0,1.0,False,1618,2112,533,0.32941903584672433,0.011684515195129119,0.33871065375693854,0.00980602293120959,0.009291617910214212,0.009291617910214212
-211,pi-,0,0.0,1.0,False,1618,2212,24,0.014833127317676144,0.0030052596715150434,0.012075870637094074,0.0011897694482144268,-0.0027572566805820695,0.0027572566805820695
-211,pi-,0,0.0,1.0,False,1618,OTHER,0,0.0,0.0,6.046431788319052e-08,1.1568052491172417e-09,6.046431788319052e-08,6.046431788319052e-08
-211,pi-,1,1.0,2.0,False,5789,-2212,67,0.011573674209708068,0.0014057432400090579,0.011994935776645893,0.00012371233394374678,0.0004212615669378257,0.0004212615669378257
