device=cuda:1 run_dir=/home/htseng/Downloads/QuantumMC_Forward_Foundation_Model/runs/pid_restart_s28_406
loading deterministic, event-disjoint data splits...
epoch=33 train_loss=-3.25713 val_loss=-3.33699 val_nll=-5.30001 val_joint_nll=-4.31850 val_pid_acc=0.6787
epoch=34 train_loss=-3.26216 val_loss=-3.34420 val_nll=-5.30765 val_joint_nll=-4.32592 val_pid_acc=0.6786
epoch=35 train_loss=-3.26743 val_loss=-3.34029 val_nll=-5.30164 val_joint_nll=-4.32096 val_pid_acc=0.6790
epoch=36 train_loss=-3.27357 val_loss=-3.34606 val_nll=-5.30751 val_joint_nll=-4.32678 val_pid_acc=0.6790
epoch=37 train_loss=-3.27602 val_loss=-3.34163 val_nll=-5.30444 val_joint_nll=-4.32303 val_pid_acc=0.6787
epoch=38 train_loss=-3.27942 val_loss=-3.33775 val_nll=-5.30135 val_joint_nll=-4.31955 val_pid_acc=0.6788
epoch=39 train_loss=-3.28442 val_loss=-3.34907 val_nll=-5.31182 val_joint_nll=-4.33045 val_pid_acc=0.6787
epoch=40 train_loss=-3.29093 val_loss=-3.35653 val_nll=-5.31875 val_joint_nll=-4.33764 val_pid_acc=0.6788
epoch=41 train_loss=-3.29311 val_loss=-3.35556 val_nll=-5.31732 val_joint_nll=-4.33644 val_pid_acc=0.6787
epoch=42 train_loss=-3.29719 val_loss=-3.35159 val_nll=-5.31316 val_joint_nll=-4.33237 val_pid_acc=0.6789
epoch=43 train_loss=-3.30004 val_loss=-3.35910 val_nll=-5.32121 val_joint_nll=-4.34015 val_pid_acc=0.6784
epoch=44 train_loss=-3.30414 val_loss=-3.36611 val_nll=-5.32762 val_joint_nll=-4.34686 val_pid_acc=0.6788
epoch=45 train_loss=-3.30641 val_loss=-3.36645 val_nll=-5.32820 val_joint_nll=-4.34733 val_pid_acc=0.6787
epoch=46 train_loss=-3.30877 val_loss=-3.36781 val_nll=-5.32921 val_joint_nll=-4.34851 val_pid_acc=0.6787
epoch=47 train_loss=-3.31122 val_loss=-3.36116 val_nll=-5.32160 val_joint_nll=-4.34138 val_pid_acc=0.6791
epoch=48 train_loss=-3.31481 val_loss=-3.37211 val_nll=-5.33314 val_joint_nll=-4.35262 val_pid_acc=0.6788
epoch=49 train_loss=-3.31784 val_loss=-3.37627 val_nll=-5.33638 val_joint_nll=-4.35633 val_pid_acc=0.6789
epoch=50 train_loss=-3.31979 val_loss=-3.37596 val_nll=-5.33634 val_joint_nll=-4.35615 val_pid_acc=0.6788
epoch=51 train_loss=-3.32308 val_loss=-3.37731 val_nll=-5.33756 val_joint_nll=-4.35744 val_pid_acc=0.6790
epoch=52 train_loss=-3.32467 val_loss=-3.37466 val_nll=-5.33511 val_joint_nll=-4.35489 val_pid_acc=0.6791
epoch=53 train_loss=-3.32811 val_loss=-3.37844 val_nll=-5.33812 val_joint_nll=-4.35828 val_pid_acc=0.6792
epoch=54 train_loss=-3.33138 val_loss=-3.38331 val_nll=-5.34307 val_joint_nll=-4.36319 val_pid_acc=0.6790
epoch=55 train_loss=-3.33182 val_loss=-3.37559 val_nll=-5.33548 val_joint_nll=-4.35553 val_pid_acc=0.6792
epoch=56 train_loss=-3.33375 val_loss=-3.38745 val_nll=-5.34686 val_joint_nll=-4.36716 val_pid_acc=0.6791
epoch=57 train_loss=-3.33607 val_loss=-3.38439 val_nll=-5.34399 val_joint_nll=-4.36419 val_pid_acc=0.6790
epoch=58 train_loss=-3.33740 val_loss=-3.38835 val_nll=-5.34784 val_joint_nll=-4.36810 val_pid_acc=0.6792
epoch=59 train_loss=-3.33984 val_loss=-3.39117 val_nll=-5.35070 val_joint_nll=-4.37094 val_pid_acc=0.6790
epoch=60 train_loss=-3.34157 val_loss=-3.39228 val_nll=-5.35138 val_joint_nll=-4.37183 val_pid_acc=0.6791
epoch=61 train_loss=-3.34239 val_loss=-3.39210 val_nll=-5.35148 val_joint_nll=-4.37179 val_pid_acc=0.6789
epoch=62 train_loss=-3.34430 val_loss=-3.39242 val_nll=-5.35169 val_joint_nll=-4.37206 val_pid_acc=0.6791
epoch=63 train_loss=-3.34587 val_loss=-3.39357 val_nll=-5.35289 val_joint_nll=-4.37323 val_pid_acc=0.6791
epoch=64 train_loss=-3.34685 val_loss=-3.39434 val_nll=-5.35357 val_joint_nll=-4.37396 val_pid_acc=0.6791
epoch=65 train_loss=-3.34776 val_loss=-3.39570 val_nll=-5.35469 val_joint_nll=-4.37520 val_pid_acc=0.6790
epoch=66 train_loss=-3.34901 val_loss=-3.39727 val_nll=-5.35622 val_joint_nll=-4.37674 val_pid_acc=0.6790
epoch=67 train_loss=-3.34976 val_loss=-3.39786 val_nll=-5.35679 val_joint_nll=-4.37733 val_pid_acc=0.6791
epoch=68 train_loss=-3.34970 val_loss=-3.39767 val_nll=-5.35660 val_joint_nll=-4.37713 val_pid_acc=0.6791
epoch=69 train_loss=-3.35034 val_loss=-3.39703 val_nll=-5.35604 val_joint_nll=-4.37654 val_pid_acc=0.6791
epoch=70 train_loss=-3.35041 val_loss=-3.39853 val_nll=-5.35743 val_joint_nll=-4.37798 val_pid_acc=0.6791
test_nll=-5.335819
test_pid_accuracy=0.6795
checkpoint=/home/htseng/Downloads/QuantumMC_Forward_Foundation_Model/runs/pid_restart_s28_406/model.pt
