generated_pid,generated_species,bin_index,p_low_gev,p_high_gev,upper_edge_inclusive,n,total_variation_distance,max_absolute_class_difference,worst_reconstructed_pid,coatjava_row_sum,fm_row_sum
-211,pi-,0,0.0,1.0,False,1535,0.015203295206042902,0.01216920953090772,-211,1.0,1.0000000022911713
-211,pi-,1,1.0,2.0,False,5741,0.013622783319270377,0.012847465800061908,-211,1.0,1.0000000002304705
-211,pi-,2,2.0,3.0,False,6745,0.01100051056860642,0.008122728762965603,-211,0.9999999999999999,1.0000000002701437
-211,pi-,3,3.0,4.0,False,7007,0.006636027037358841,0.004379682031480245,-2212,1.0,0.9999999996846287
-211,pi-,4,4.0,5.0,False,7161,0.010069710143744736,0.005362952983285041,-211,1.0,0.9999999997485536
-211,pi-,5,5.0,6.0,False,6295,0.015413739612568348,0.008948447079410893,-211,1.0,0.9999999996772742
-211,pi-,6,6.0,7.0,False,6058,0.006225189645930312,0.0027740983081536857,22,1.0,1.0000000000727025
-211,pi-,7,7.0,8.0,False,4294,0.015665156170913252,0.010686888178401466,-321,1.0,0.9999999992484385
-211,pi-,8,8.0,9.0,True,1240,0.029529533436999836,0.01743328034236552,-211,0.9999999999999998,1.000000000773401
211,pi+,0,0.0,1.0,False,3109,0.0033017021740665117,0.0016605965255989709,22,1.0,1.0000000014235277
211,pi+,1,1.0,2.0,False,7599,0.007661209878714448,0.005912705684299691,211,0.9999999999999999,1.0000000004716145
211,pi+,2,2.0,3.0,False,7961,0.012859612998452103,0.009023929105348771,211,1.0,1.0000000000560536
211,pi+,3,3.0,4.0,False,8230,0.010344649281735759,0.007431945676393714,211,0.9999999999999999,1.0000000006339371
211,pi+,4,4.0,5.0,False,8129,0.011509943921562666,0.005414845144885105,211,1.0,0.9999999995455893
211,pi+,5,5.0,6.0,False,7613,0.012662521285023647,0.007130621123090569,2112,1.0,0.9999999995730798
211,pi+,6,6.0,7.0,False,7483,0.016795842283031423,0.013784282974830142,211,1.0,1.000000000230192
211,pi+,7,7.0,8.0,False,5437,0.012938169503898651,0.009886904898671223,211,1.0,1.0000000004391656
211,pi+,8,8.0,9.0,True,1779,0.03397441373661933,0.020696764528131517,321,1.0,0.999999999874045
2212,proton,0,0.0,1.0,False,3661,0.0008034545984724661,0.0003518137928189291,321,1.0,0.9999999985559043
2212,proton,1,1.0,2.0,False,9336,0.0037017182135886976,0.0023165692307131613,2112,1.0,0.9999999993208977
2212,proton,2,2.0,3.0,False,9954,0.0043585123930865366,0.002695035615287278,2212,1.0,1.0000000003084826
2212,proton,3,3.0,4.0,False,10264,0.006241818212371249,0.003953459936855475,2212,1.0,1.0000000008250054
2212,proton,4,4.0,5.0,False,10349,0.00826962649481476,0.006613783529432357,45,1.0,0.9999999994908849
2212,proton,5,5.0,6.0,False,9132,0.009520308229834278,0.006804239810935919,2212,1.0,1.0000000002468368
2212,proton,6,6.0,7.0,False,3285,0.012897518241199968,0.009165873970479174,22,1.0,1.0000000023220017
