generated_pid,generated_species,n,coatjava_correct_fraction,fm_correct_mean_probability
-211,pi-,46076,0.5511546141158087,0.5515055656433105
211,pi+,57340,0.591384722706662,0.5873973369598389
2212,proton,55981,0.8176345545810185,0.8152743577957153
