generated_pid,generated_species,bin_index,p_low_gev,p_high_gev,upper_edge_inclusive,n,reconstructed_pid,observed_count,coatjava_fraction,coatjava_standard_error,fm_mean_probability,fm_mean_standard_error,signed_difference_fm_minus_coatjava,absolute_difference
-211,pi-,0,0.0,1.0,False,1519,-2212,2,0.0013166556945358788,0.0009304030543411126,0.0018569119552718646,4.192372831360785e-05,0.0005402562607359858,0.0005402562607359858
-211,pi-,0,0.0,1.0,False,1519,-321,13,0.008558262014483212,0.0023634558898155463,0.0070282959956358,0.00015261545101085455,-0.0015299660188474121,0.0015299660188474121
-211,pi-,0,0.0,1.0,False,1519,-211,812,0.5345622119815668,0.012798263889806098,0.5505452499174424,0.0108848316417763,0.01598303793587552,0.01598303793587552
-211,pi-,0,0.0,1.0,False,1519,-11,0,0.0,0.0,1.791433644231835e-05,1.1723220756949e-06,1.791433644231835e-05,1.791433644231835e-05
-211,pi-,0,0.0,1.0,False,1519,11,2,0.0013166556945358788,0.0009304030543411126,0.0010805223857111384,2.3789313332825877e-05,-0.00023613330882474044,0.00023613330882474044
-211,pi-,0,0.0,1.0,False,1519,22,156,0.10269914417379855,0.007788854055943316,0.09409020660620446,0.002541227695836967,-0.008608937567594094,0.008608937567594094
-211,pi-,0,0.0,1.0,False,1519,45,1,0.0006583278472679394,0.0006581111138144056,0.00023611236955011327,2.1904748888768346e-05,-0.0004222154777178261,0.0004222154777178261
-211,pi-,0,0.0,1.0,False,1519,211,1,0.0006583278472679394,0.0006581111138144056,0.0016674010167159997,0.00020086850753988145,0.0010090731694480603,0.0010090731694480603
-211,pi-,0,0.0,1.0,False,1519,321,1,0.0006583278472679394,0.0006581111138144056,0.00015086243565070698,8.641700599447803e-06,-0.0005074654116172324,0.0005074654116172324
-211,pi-,0,0.0,1.0,False,1519,2112,508,0.3344305464121132,0.012105166662762278,0.33202895261298243,0.009837809498566706,-0.0024015937991307967,0.0024015937991307967
-211,pi-,0,0.0,1.0,False,1519,2212,23,0.015141540487162607,0.0031332356115561302,0.01129745916066289,0.0011300831283409297,-0.003844081326499717,0.003844081326499717
-211,pi-,0,0.0,1.0,False,1519,OTHER,0,0.0,0.0,1.1185898047576009e-07,1.4436804221249918e-09,1.1185898047576009e-07,1.1185898047576009e-07
-211,pi-,1,1.0,2.0,False,5776,-2212,60,0.01038781163434903,0.001334077189161475,0.012311420578028752,0.00011650985405487972,0.0019236089436797214,0.0019236089436797214
-211,pi-,1,1.0,2.0,False,5776,-321,116,0.02008310249307479,0.0018458501167817425,0.019823380825297783,0.00014706041040100958,-0.00025972166777700825,0.00025972166777700825
-211,pi-,1,1.0,2.0,False,5776,-211,4099,0.7096606648199446,0.005972617653848969,0.7153477009834556,0.004223130872371855,0.005687036163510961,0.005687036163510961
-211,pi-,1,1.0,2.0,False,5776,-11,0,0.0,0.0,5.058572262280943e-05,1.1414955838595286e-06,5.058572262280943e-05,5.058572262280943e-05
-211,pi-,1,1.0,2.0,False,5776,11,11,0.001904432132963989,0.0005736608625160331,0.0008367271162413627,6.172518188225321e-06,-0.0010677050167226263,0.0010677050167226263
-211,pi-,1,1.0,2.0,False,5776,22,604,0.10457063711911357,0.004026307597420636,0.09911292091842709,0.001401003450462121,-0.005457716200686483,0.005457716200686483
-211,pi-,1,1.0,2.0,False,5776,45,2,0.00034626038781163435,0.00024480067487989664,0.0003124354676440129,1.435289553817849e-05,-3.382492016762147e-05,3.382492016762147e-05
-211,pi-,1,1.0,2.0,False,5776,211,15,0.0025969529085872575,0.0006696591238354423,0.0031464035237981193,0.0001693210902298379,0.0005494506152108618,0.0005494506152108618
-211,pi-,1,1.0,2.0,False,5776,321,2,0.00034626038781163435,0.00024480067487989664,0.00029426868493871635,8.44863998556237e-06,-5.1991702872918e-05,5.1991702872918e-05
-211,pi-,1,1.0,2.0,False,5776,2112,798,0.13815789473684212,0.004540337272141051,0.13450513020644114,0.003013842169120478,-0.003652764530400976,0.003652764530400976
-211,pi-,1,1.0,2.0,False,5776,2212,69,0.011945983379501385,0.0014295116689273255,0.014258884356530974,0.0008232988423768169,0.002312900977029589,0.002312900977029589
-211,pi-,1,1.0,2.0,False,5776,OTHER,0,0.0,0.0,1.4230213032375023e-07,1.0442215065189138e-09,1.4230213032375023e-07,1.4230213032375023e-07
-211,pi-,2,2.0,3.0,False,6624,-2212,250,0.03774154589371981,0.0023415074732903683,0.03503847672582376,0.00021443161990489872,-0.0027030691678960467,0.0027030691678960467
-211,pi-,2,2.0,3.0,False,6624,-321,335,0.050573671497584544,0.0026923574305695516,0.051997033845406736,0.00034080984101493664,0.0014233623478221921,0.0014233623478221921
-211,pi-,2,2.0,3.0,False,6624,-211,4598,0.6941425120772947,0.005661398406304135,0.6990447778464792,0.0033049360005064097,0.004902265769184511,0.004902265769184511
-211,pi-,2,2.0,3.0,False,6624,-11,0,0.0,0.0,5.026307734460811e-05,1.3046626923986458e-06,5.026307734460811e-05,5.026307734460811e-05
-211,pi-,2,2.0,3.0,False,6624,11,7,0.0010567632850241545,0.0003992078766781398,0.0009090379298719983,5.285124570659878e-06,-0.0001477253551521562,0.0001477253551521562
-211,pi-,2,2.0,3.0,False,6624,22,502,0.07578502415458938,0.003251756638523742,0.07696676093934257,0.0010176351507487477,0.0011817367847531957,0.0011817367847531957
-211,pi-,2,2.0,3.0,False,6624,45,1,0.00015096618357487922,0.00015095478775047538,0.0004073446403908571,1.698590941114364e-05,0.00025637845681597787,0.00025637845681597787
-211,pi-,2,2.0,3.0,False,6624,211,33,0.004981884057971014,0.0008650717704654057,0.004844870879344892,0.00024403567268055005,-0.00013701317862612177,0.00013701317862612177
-211,pi-,2,2.0,3.0,False,6624,321,1,0.00015096618357487922,0.00015095478775047538,0.0005670160813000278,1.8483792177778845e-05,0.0004160498977251486,0.0004160498977251486
-211,pi-,2,2.0,3.0,False,6624,2112,791,0.11941425120772947,0.003984315714321204,0.11493898548550256,0.0025939914762464294,-0.004475265722226909,0.004475265722226909
-211,pi-,2,2.0,3.0,False,6624,2212,106,0.0160024154589372,0.0015418056223323586,0.015235264718065494,0.0008709050736222454,-0.0007671507408717054,0.0007671507408717054
-211,pi-,2,2.0,3.0,False,6624,OTHER,0,0.0,0.0,1.690198371537706e-07,1.1614262267245434e-09,1.690198371537706e-07,1.690198371537706e-07
-211,pi-,3,3.0,4.0,False,7079,-2212,396,0.05594010453453878,0.0027313380510248743,0.055062377368168845,0.00028992621373535155,-0.0008777271663699335,0.0008777271663699335
-211,pi-,3,3.0,4.0,False,7079,-321,884,0.12487639497104111,0.0039290623383816834,0.12134422418733201,0.0006829072079674096,-0.0035321707837090988,0.0035321707837090988
-211,pi-,3,3.0,4.0,False,7079,-211,4254,0.6009323350755756,0.005820363390306841,0.6115628010767385,0.0026489971979024945,0.010630466001162908,0.010630466001162908
-211,pi-,3,3.0,4.0,False,7079,-11,1,0.00014126289023873428,0.00014125291228426386,6.845678121618125e-05,1.357429788054978e-06,-7.280610902255304e-05,7.280610902255304e-05
-211,pi-,3,3.0,4.0,False,7079,11,6,0.0008475773414324058,0.00034587532938657714,0.0021118664335463074,1.3532641500606447e-05,0.0012642890921139016,0.0012642890921139016
-211,pi-,3,3.0,4.0,False,7079,22,578,0.08164995055798842,0.003254588861199053,0.07790604373091509,0.0010490471696186512,-0.0037439068270733317,0.0037439068270733317
-211,pi-,3,3.0,4.0,False,7079,45,3,0.0004237886707162029,0.00024462265248228614,0.0006737055618626896,2.3392044160236573e-05,0.0002499168911464868,0.0002499168911464868
-211,pi-,3,3.0,4.0,False,7079,211,57,0.008051984743607854,0.0010622089879454622,0.008944548495398153,0.00038742155141704683,0.0008925637517902991,0.0008925637517902991
-211,pi-,3,3.0,4.0,False,7079,321,6,0.0008475773414324058,0.00034587532938657714,0.0012925416217135892,4.3436523281349325e-05,0.0004449642802811834,0.0004449642802811834
-211,pi-,3,3.0,4.0,False,7079,2112,746,0.10538211611809578,0.0036493564854001106,0.10064998662396835,0.002197054030230659,-0.004732129494127435,0.004732129494127435
-211,pi-,3,3.0,4.0,False,7079,2212,148,0.020906907755332674,0.0017004776907712325,0.020383238031402986,0.0009783423371083958,-0.0005236697239296879,0.0005236697239296879
-211,pi-,3,3.0,4.0,False,7079,OTHER,0,0.0,0.0,2.098122447832265e-07,1.266114476451679e-09,2.098122447832265e-07,2.098122447832265e-07
-211,pi-,4,4.0,5.0,False,6908,-2212,497,0.07194557035321367,0.0031089417815591174,0.0684951613026181,0.00033462848752455557,-0.003450409050595571,0.003450409050595571
-211,pi-,4,4.0,5.0,False,6908,-321,1304,0.1887666473653735,0.004708248380180124,0.1905361154053432,0.0009005624566221786,0.0017694680399697182,0.0017694680399697182
-211,pi-,4,4.0,5.0,False,6908,-211,3662,0.5301100173711639,0.006004888315273623,0.5265801636536087,0.0020554262082586507,-0.003529853717555209,0.003529853717555209
-211,pi-,4,4.0,5.0,False,6908,-11,0,0.0,0.0,0.00014541385487154017,1.9284556179657498e-06,0.00014541385487154017,0.00014541385487154017
-211,pi-,4,4.0,5.0,False,6908,11,39,0.005645628257093225,0.0009014685261128538,0.008723743844807709,7.70546118541622e-05,0.003078115587714484,0.003078115587714484
-211,pi-,4,4.0,5.0,False,6908,22,587,0.08497394325419803,0.00335492991749563,0.08404985304353473,0.0010917937990581265,-0.0009240902106633087,0.0009240902106633087
-211,pi-,4,4.0,5.0,False,6908,45,5,0.0007237984944991314,0.0003235753618556477,0.0007801832887472983,2.5182363587945887e-05,5.6384794248166836e-05,5.6384794248166836e-05
-211,pi-,4,4.0,5.0,False,6908,211,75,0.010856977417486972,0.0012468317381091234,0.01041769045548671,0.00044584717582887487,-0.000439286962000263,0.000439286962000263
-211,pi-,4,4.0,5.0,False,6908,321,17,0.002460914881297047,0.0005961246662611479,0.0019185535406475614,6.426016116058864e-05,-0.0005423613406494855,0.0005423613406494855
