generated_pid,generated_species,n,coatjava_correct_fraction,fm_correct_mean_probability
-211,pi-,45817,0.5499705349542746,0.5511754155158997
211,pi+,56774,0.5906400817275513,0.586785614490509
2212,proton,55891,0.8142992610617094,0.8190240263938904
