generated_pid,generated_species,n,wasserstein_1d,absolute_mean_difference,std_ratio,observed_in_training_domain_fraction,sampled_in_training_domain_fraction,observed_mean,observed_std,observed_q01,observed_q05,observed_median,observed_q95,observed_q99,sampled_mean,sampled_std,sampled_q01,sampled_q05,sampled_median,sampled_q95,sampled_q99
-211,pi-,45817,0.002209078729012949,0.0005687130047178357,0.9902488034998541,1.0,0.9993452212061026,0.9622227734487827,0.09344175038746322,0.5439819307830966,0.7620487743585889,0.9963853960286432,1.0050596237261127,1.0103982687975146,0.9627914864535005,0.09253058151811748,0.5558857404781004,0.7534860677714651,0.9964980227395815,1.0061770837009862,1.0369050601127858
211,pi+,56774,0.0034164586701608333,5.403428436268065e-05,1.0131106852367031,1.0,0.9989079508225597,0.9740720790124888,0.07736433426960156,0.5933018386417725,0.8370437390129001,0.9966056041419772,1.0054673792099298,1.010750537836035,0.9740180447281261,0.0783786337047574,0.5991651889028451,0.8190819303581236,0.99670806540309,1.0070278776074952,1.0458435632610863
2212,proton,55891,0.0018653399773503284,0.0006137785758274505,0.9941557009712801,1.0,0.9991411855218193,0.9006024933045084,0.11838841706531252,0.4880943245445665,0.630791081506433,0.9512946061774731,0.9890468994547412,0.9946733959178149,0.9012162718803358,0.11769651975444603,0.4963538864948856,0.6337585195357512,0.9511610496542517,0.9901455860149668,1.016264961108659
