species_pid,species,target,n,wasserstein_1d,observed_mean,observed_std,observed_q01,observed_q05,observed_median,observed_q95,observed_q99,sampled_mean,sampled_std,sampled_q01,sampled_q05,sampled_median,sampled_q95,sampled_q99,absolute_mean_difference,std_ratio
-211,pi-,delta_p,45817,0.022725103422999382,-0.7517400979995728,1.7334542274475098,-7.125682239532471,-5.153694820404053,-0.013357698917388916,0.10274659395217894,0.7244437432289088,-0.7404527068138123,1.722922921180725,-7.173013687133789,-5.093368721008301,-0.013351619243621826,0.1059157609939575,0.7808899474143969,0.011287391185760498,0.9939246701181768
-211,pi-,delta_theta,45817,0.001781668048352003,0.0015743608819320798,0.10505542159080505,-0.3926572167873382,-0.1311796188354492,4.575727507472038e-05,0.17462398111820207,0.3576724433898918,0.0009912836831063032,0.10367860645055771,-0.3920713353157044,-0.13812938332557678,3.279559314250946e-05,0.1687446683645247,0.3347421002388,0.0005830771988257766,0.986894392317894
-211,pi-,delta_phi,45817,0.017484504729509354,-0.002866263734176755,0.6315938830375671,-2.364786024093628,-0.952768337726593,0.000202239491045475,0.906333267688747,2.5894942378997703,-0.007294995244592428,0.5882335901260376,-2.231864824295044,-0.8825514793395995,0.00020432472229003906,0.8612698078155474,2.292763833999632,0.004428731510415673,0.9313478263864844
-211,pi-,delta_beta,45817,0.0022242183331400156,-0.03607404977083206,0.09278181195259094,-0.45090726494789124,-0.2345482349395752,-0.002246469259262085,0.005884692445397372,0.011168293431401213,-0.03550533577799797,0.09185618162155151,-0.4391245937347412,-0.24363183379173278,-0.002168908715248108,0.0070578370243310875,0.03781484782695759,0.0005687139928340912,0.9900235799284411
211,pi+,delta_p,56774,0.01558186486363411,-0.6277274489402771,1.6097760200500488,-6.958702416419983,-4.885184717178345,-0.009321361780166626,0.06766074001789084,0.31247275650501055,-0.6282450556755066,1.6115338802337646,-7.0171062994003295,-4.85704779624939,-0.009465038776397705,0.07618854641914367,0.43876205921173056,0.0005176067352294922,1.0010919905389455
211,pi+,delta_theta,56774,0.0012203664518892765,0.004151775501668453,0.09375514090061188,-0.38476037442684174,-0.04348890502005815,7.452815771102905e-05,0.1322393998503684,0.33470593303441964,0.004588367883116007,0.09281152486801147,-0.3799746689200401,-0.04656597729772329,8.523254655301571e-05,0.14016778990626325,0.3211570313572877,0.00043659238144755363,0.9899353142287876
211,pi+,delta_phi,56774,0.004811982158571482,0.004371132701635361,0.3595446050167084,-1.2520190012454986,-0.30617114901542664,-0.0006220501963980496,0.3504844605922692,1.4110691511630997,0.002558323787525296,0.3616562783718109,-1.392057933807373,-0.30061669349670406,-0.00048613548278808594,0.3363571524620052,1.404425616264343,0.0018128089141100645,1.005873188821744
211,pi+,delta_beta,56774,0.003390455385670066,-0.02377242036163807,0.07740451395511627,-0.4048953548073769,-0.1623343236744404,-0.001748921349644661,0.00677095130085945,0.012610928118228911,-0.02382645569741726,0.07839934527873993,-0.3992669880390167,-0.17967402040958405,-0.001637210138142109,0.008390884473919868,0.046883252933621236,5.4035335779190063e-05,1.012852368328293
2212,proton,delta_p,55891,0.01348771434277296,-0.41633740067481995,1.1650543212890625,-5.199006795883179,-3.5496193170547485,-0.009338200092315674,0.044291526079177856,0.19757658839225758,-0.4126630127429962,1.1574705839157104,-5.25532546043396,-3.464081883430481,-0.008957207202911377,0.04930517077445984,0.20813397765159591,0.0036743879318237305,0.9934906577017275
2212,proton,delta_theta,55891,0.0007556349155493081,0.005964298266917467,0.08436204493045807,-0.3356341063976288,-0.023010894656181335,9.675323963165283e-05,0.12383264303207397,0.32623339891433684,0.005507619585841894,0.08421651273965836,-0.34117570519447327,-0.025808891281485558,9.60836187005043e-05,0.12473289668560028,0.3099007308483122,0.00045667868107557297,0.9982749091618194
2212,proton,delta_phi,55891,0.004449870437383652,0.0006283550756052136,0.3117733299732208,-1.1666581630706787,-0.22464900463819504,-0.0007718547713011503,0.27200213074684143,1.0798061013221738,-0.0005814883625134826,0.3142498731613159,-1.2039981842041017,-0.22566521167755127,-0.0006906986236572266,0.2525501251220703,1.1893509387969925,0.0012098434381186962,1.0079434093618842
2212,proton,delta_beta,55891,0.0022534290328621864,-0.022629985585808754,0.07266835123300552,-0.3709335058927536,-0.15522531419992447,-0.002000296488404274,0.005805607885122299,0.013664875552058213,-0.02201620675623417,0.07122892886400223,-0.35535923242568973,-0.16485243290662766,-0.0020334329456090927,0.006945991888642311,0.04460505396127688,0.000613778829574585,0.980191894482539
