generated_pid,generated_species,bin_index,p_low_gev,p_high_gev,upper_edge_inclusive,n,observed_mean,sampled_mean,absolute_mean_difference,observed_std,sampled_std,std_ratio,observed_q05,sampled_q05,observed_median,sampled_median,observed_q95,sampled_q95,wasserstein_1d,observed_in_training_domain_fraction,sampled_in_training_domain_fraction
211,pi+,1,1.0,2.0,False,7417,0.9765016439849495,0.9756245259468448,0.0008771180381047516,0.0723312323133821,0.0751198063964594,1.038552835253733,0.8763951405149415,0.8614486784604091,0.9937655342619646,0.9936965260545513,1.0023414619258277,1.0031654144983444,0.0027435700685919493,1.0,0.9985169205878387
211,pi+,2,2.0,3.0,False,7822,0.9733558556140165,0.9733507330301694,5.122583847105844e-06,0.08176924700211831,0.08075400619979653,0.9875840754373649,0.8231034206381045,0.8139123459389918,0.9967449014940055,0.9966956630092147,1.004888761197923,1.005653056444989,0.002793174770616392,1.0,0.9992329327537715
211,pi+,3,3.0,4.0,False,8115,0.9744443647436464,0.9735298327560337,0.00091453198761271,0.07897081622816916,0.0815029190060481,1.0320637787326772,0.8336301844279513,0.8110414029725657,0.9973779319121343,0.9975064240440722,1.0055695069552324,1.0072509534013696,0.003297471223382357,1.0,0.9995070856438694
211,pi+,4,4.0,5.0,False,8150,0.9713319955790203,0.9727032799734253,0.0013712843944050368,0.08225970784948125,0.08014052044797244,0.974237844299344,0.8100753371491252,0.8001041107746212,0.9974991969337894,0.9977448275771662,1.0059639628918298,1.0076972313313577,0.0028583043758889076,1.0,0.9988957055214724
211,pi+,5,5.0,6.0,False,7664,0.974320010390369,0.9728049083927799,0.0015151019975890856,0.07762177211727742,0.08168479217017026,1.0523438198081088,0.8306759951144014,0.8054187990084593,0.9977475698266323,0.9978208664413559,1.0064468252557208,1.0079128113393763,0.004767109404185731,1.0,0.9992171189979123
211,pi+,6,6.0,7.0,False,7303,0.9764899574455793,0.977579278262194,0.001089320816614725,0.07503069668615875,0.07349646050425802,0.979551886765517,0.8463171500479038,0.8241797854049229,0.9980351921353484,0.9982747819311031,1.006598054796817,1.0087778011290531,0.004777074415941161,1.0,0.9983568396549364
211,pi+,7,7.0,8.0,False,5471,0.9767253387262566,0.9780595618684074,0.0013342231421508144,0.07093227906265472,0.07371065090380735,1.0391693581239436,0.8458428975706779,0.8248800704830477,0.9979436389826193,0.9983625868054343,1.0063601123349175,1.009682193702337,0.004269173258472731,1.0,0.9979893986474137
211,pi+,8,8.0,9.0,True,1716,0.9685093863827938,0.9646702976611675,0.0038390887216263048,0.08656000990897222,0.09102084537599696,1.0515345997732188,0.8061455935660875,0.7597826832986171,0.9977504913290105,0.9976055040813836,1.0051820572046504,1.009894740725854,0.010826629275298745,1.0,0.9994172494172494
2212,proton,0,0.0,1.0,False,3726,0.612637827419412,0.6128582497499618,0.00022042233054986315,0.08231297788652293,0.0846439669035361,1.028318608764546,0.4606087648477065,0.4604896162093409,0.6270323540284604,0.6263597925580966,0.7185057661694025,0.7186450693408438,0.0011828264875523868,1.0,0.9997316156736447
2212,proton,1,1.0,2.0,False,9189,0.8260538464585057,0.825965098979922,8.874747858367282e-05,0.0680221117652098,0.06850667805662335,1.007123658452212,0.7297763020053509,0.7304205491319007,0.8392250552881377,0.8392502000254366,0.9003542439786949,0.9006339867064601,0.001053369280006782,1.0,0.9996735226901731
