device=cuda:0 run_dir=/home/htseng/Downloads/QuantumMC_Forward_Foundation_Model/runs/pid_restart_s24_303
loading deterministic, event-disjoint data splits...
loaded train=1,270,674, validation=159,300, test=159,267 in 5.36s
trainable_parameters=3,024,476
epoch=01 train_loss=2.33857 val_loss=-0.87500 val_nll=-2.95864 val_joint_nll=-1.91682 val_pid_acc=0.6727
epoch=02 train_loss=-0.71168 val_loss=-0.98115 val_nll=-3.03683 val_joint_nll=-2.00899 val_pid_acc=0.6728
epoch=03 train_loss=-1.07172 val_loss=-1.52979 val_nll=-3.56926 val_joint_nll=-2.54953 val_pid_acc=0.6723
epoch=04 train_loss=-1.45032 val_loss=-2.15206 val_nll=-4.16957 val_joint_nll=-3.16082 val_pid_acc=0.6732
epoch=05 train_loss=-1.83052 val_loss=-2.09603 val_nll=-4.12300 val_joint_nll=-3.10952 val_pid_acc=0.6734
epoch=06 train_loss=-2.10223 val_loss=-2.09327 val_nll=-4.11133 val_joint_nll=-3.10230 val_pid_acc=0.6715
epoch=07 train_loss=-2.30669 val_loss=-2.55161 val_nll=-4.56686 val_joint_nll=-3.55923 val_pid_acc=0.6722
epoch=08 train_loss=-2.54288 val_loss=-2.87350 val_nll=-4.88286 val_joint_nll=-3.87818 val_pid_acc=0.6727
epoch=09 train_loss=-2.67460 val_loss=-2.83776 val_nll=-4.84556 val_joint_nll=-3.84166 val_pid_acc=0.6732
epoch=10 train_loss=-2.80025 val_loss=-2.92148 val_nll=-4.93186 val_joint_nll=-3.92667 val_pid_acc=0.6723
epoch=11 train_loss=-2.89448 val_loss=-2.79065 val_nll=-4.78815 val_joint_nll=-3.78940 val_pid_acc=0.6734
epoch=12 train_loss=-2.92091 val_loss=-3.07826 val_nll=-5.06927 val_joint_nll=-4.07376 val_pid_acc=0.6743
epoch=13 train_loss=-3.00249 val_loss=-3.07511 val_nll=-5.06721 val_joint_nll=-4.07116 val_pid_acc=0.6736
epoch=14 train_loss=-2.99725 val_loss=-3.08809 val_nll=-5.07810 val_joint_nll=-4.08309 val_pid_acc=0.6734
epoch=15 train_loss=-3.04299 val_loss=-3.14129 val_nll=-5.12751 val_joint_nll=-4.13440 val_pid_acc=0.6746
epoch=16 train_loss=-3.06360 val_loss=-3.12933 val_nll=-5.11739 val_joint_nll=-4.12336 val_pid_acc=0.6746
epoch=17 train_loss=-3.09627 val_loss=-3.19838 val_nll=-5.18187 val_joint_nll=-4.19013 val_pid_acc=0.6747
epoch=18 train_loss=-3.10750 val_loss=-3.19629 val_nll=-5.18098 val_joint_nll=-4.18864 val_pid_acc=0.6745
epoch=19 train_loss=-3.12670 val_loss=-3.17079 val_nll=-5.15335 val_joint_nll=-4.16207 val_pid_acc=0.6751
epoch=20 train_loss=-3.14507 val_loss=-3.23295 val_nll=-5.21447 val_joint_nll=-4.22371 val_pid_acc=0.6753
epoch=21 train_loss=-3.14754 val_loss=-3.20775 val_nll=-5.19000 val_joint_nll=-4.19888 val_pid_acc=0.6749
epoch=22 train_loss=-3.16121 val_loss=-3.20102 val_nll=-5.18483 val_joint_nll=-4.19292 val_pid_acc=0.6751
epoch=23 train_loss=-3.17506 val_loss=-3.27070 val_nll=-5.25037 val_joint_nll=-4.26054 val_pid_acc=0.6755
epoch=24 train_loss=-3.17883 val_loss=-3.23346 val_nll=-5.21346 val_joint_nll=-4.22346 val_pid_acc=0.6753
