generated_pid,generated_species,bin_index,p_low_gev,p_high_gev,upper_edge_inclusive,n,total_variation_distance,max_absolute_class_difference,worst_reconstructed_pid,coatjava_row_sum,fm_row_sum
-211,pi-,0,0.0,1.0,False,1580,0.02258323249305706,0.017960090080599955,-211,1.0,1.0000000004849126
-211,pi-,1,1.0,2.0,False,5787,0.0044184196544657574,0.0027058228190352217,-321,1.0,1.0000000004169631
-211,pi-,2,2.0,3.0,False,6576,0.01205043137460506,0.009523220060442372,-211,1.0,0.9999999982359102
-211,pi-,3,3.0,4.0,False,7252,0.014519087476284448,0.009488437160637936,2112,1.0,1.00000000089996
-211,pi-,4,4.0,5.0,False,7160,0.006775467270317734,0.003639707050987595,-211,1.0,0.9999999994432468
-211,pi-,5,5.0,6.0,False,6437,0.01602689667045534,0.008963849679954075,-2212,1.0000000000000002,1.0000000000447211
-211,pi-,6,6.0,7.0,False,6131,0.01599475607509519,0.012160722810049429,-211,1.0,0.9999999995557312
-211,pi-,7,7.0,8.0,False,4147,0.011280322763203784,0.007542050753281959,2112,1.0,1.0000000013098558
-211,pi-,8,8.0,9.0,True,1174,0.02131535223147572,0.017613974832368914,-2212,0.9999999999999999,1.0000000008646157
211,pi+,0,0.0,1.0,False,3055,0.0072126745773561825,0.004761457048758966,211,0.9999999999999999,1.0000000011441157
211,pi+,1,1.0,2.0,False,7508,0.01652159224802784,0.015773479382670708,211,1.0,0.9999999993262558
211,pi+,2,2.0,3.0,False,7882,0.006047955223658767,0.0059233367442730195,22,1.0,0.9999999998121567
211,pi+,3,3.0,4.0,False,8038,0.011481337466998991,0.006861117997738031,211,1.0,0.9999999998210907
211,pi+,4,4.0,5.0,False,8039,0.007980653861819063,0.0038725531744938854,45,1.0,1.0000000002794212
211,pi+,5,5.0,6.0,False,7669,0.013273279024902673,0.009173920369432556,-11,1.0,0.9999999988474317
211,pi+,6,6.0,7.0,False,7440,0.019856909432166465,0.012653304529326226,211,1.0,1.0000000001959324
211,pi+,7,7.0,8.0,False,5391,0.018367781487468402,0.014597884479697995,22,1.0,1.0000000004155976
211,pi+,8,8.0,9.0,True,1795,0.02718340101865549,0.019047490434726297,2212,0.9999999999999999,1.000000001610614
2212,proton,0,0.0,1.0,False,3694,0.0031659161205411642,0.0021412858268539114,2212,1.0,1.0000000021433653
2212,proton,1,1.0,2.0,False,9364,0.005766208242422842,0.0034497855712540826,2212,1.0,1.0000000001975011
2212,proton,2,2.0,3.0,False,10005,0.007011964363553056,0.0037236028089435193,45,1.0,0.9999999990817945
2212,proton,3,3.0,4.0,False,10255,0.003238593939348589,0.002342632679592928,45,1.0,1.0000000005772027
2212,proton,4,4.0,5.0,False,10530,0.006937712764628895,0.006492308034063643,2212,1.0,0.9999999992306903
2212,proton,5,5.0,6.0,False,9188,0.006596968225869625,0.00393828933873662,2112,1.0,0.9999999991856594
2212,proton,6,6.0,7.0,False,3170,0.006960447506968126,0.005908046824980917,2212,1.0,0.9999999988065719
