generated_pid,generated_species,bin_index,p_low_gev,p_high_gev,upper_edge_inclusive,n,total_variation_distance,max_absolute_class_difference,worst_reconstructed_pid,coatjava_row_sum,fm_row_sum
-211,pi-,0,0.0,1.0,False,1572,0.02479975387310681,0.014798318130691684,22,1.0,1.0000000012088608
-211,pi-,1,1.0,2.0,False,5718,0.00720868049815221,0.006724334640561769,-211,1.0,1.0000000007138874
-211,pi-,2,2.0,3.0,False,6603,0.014620299514150975,0.007143284330924281,-321,0.9999999999999999,1.0000000007951235
-211,pi-,3,3.0,4.0,False,7114,0.0105376056972875,0.0066718888697616385,22,0.9999999999999999,1.0000000000429417
-211,pi-,4,4.0,5.0,False,6935,0.012221578030925068,0.007357811039043746,22,1.0,1.0000000003024083
-211,pi-,5,5.0,6.0,False,6217,0.019868327476706155,0.010678185454195431,11,1.0,0.9999999995283085
-211,pi-,6,6.0,7.0,False,6099,0.011963609297293223,0.005489427540031733,-321,1.0,1.0000000006062595
-211,pi-,7,7.0,8.0,False,4246,0.016311553205983237,0.011707182190650728,-321,1.0,1.000000000769278
-211,pi-,8,8.0,9.0,True,1268,0.026460250706147208,0.020952352774986804,-211,1.0,0.9999999990700527
211,pi+,0,0.0,1.0,False,3085,0.0044993776922176805,0.003696933109464194,2112,1.0,0.9999999999629949
211,pi+,1,1.0,2.0,False,7616,0.014069346485176146,0.012170527732007552,211,1.0,1.0000000011351098
211,pi+,2,2.0,3.0,False,7962,0.006981467690458884,0.005350446619252026,321,1.0,1.000000000628364
211,pi+,3,3.0,4.0,False,8205,0.013571703330672308,0.00836871611573016,2112,1.0,0.9999999994167929
211,pi+,4,4.0,5.0,False,8123,0.01612392354317381,0.008474835743775645,45,0.9999999999999999,1.0000000003970573
211,pi+,5,5.0,6.0,False,7659,0.009050646015895433,0.004733809675860345,321,1.0,1.0000000005194316
211,pi+,6,6.0,7.0,False,7484,0.009015259876024488,0.004983574961362397,321,1.0,0.9999999993973528
211,pi+,7,7.0,8.0,False,5440,0.015171736702128107,0.00892696351305966,211,1.0,0.9999999992028537
211,pi+,8,8.0,9.0,True,1824,0.029811967181190484,0.0163654705158255,-11,1.0,1.000000001094176
2212,proton,0,0.0,1.0,False,3629,0.002614696372184415,0.002294329334771461,321,1.0,0.9999999995986589
2212,proton,1,1.0,2.0,False,9453,0.0030121593157162938,0.0018555881948867981,22,1.0,1.0000000002455403
2212,proton,2,2.0,3.0,False,9876,0.0053639726444239715,0.004193093205597312,2112,1.0,0.9999999993982337
2212,proton,3,3.0,4.0,False,10300,0.0077925000336886464,0.0044107038119256285,321,1.0,1.0000000001516056
2212,proton,4,4.0,5.0,False,10425,0.004068296857159624,0.0013860667194965925,2212,1.0,0.9999999989437621
2212,proton,5,5.0,6.0,False,9198,0.007538491253198093,0.005647527108173046,321,1.0,1.0000000007164922
2212,proton,6,6.0,7.0,False,3191,0.0282519994106886,0.01955654517175709,2212,1.0,0.9999999994267916
