species_pid,species,conditioning_variable,bin_index,bin_low,bin_high,n,target,observed_mean,sampled_mean,absolute_mean_difference,observed_std,sampled_std,std_ratio,wasserstein_1d
-211,pi-,gen_p,0,0.30672064423561096,2.2906395912170407,9090,delta_p,-0.14323990046977997,-0.1261937916278839,0.017046108841896057,0.49658897519111633,0.49475765228271484,0.9963121957999638,0.0234872717410326
-211,pi-,gen_p,0,0.30672064423561096,2.2906395912170407,9090,delta_theta,-0.008426204323768616,-0.008232269436120987,0.00019393488764762878,0.12753622233867645,0.12640991806983948,0.9911687499583762,0.0026275618001818657
-211,pi-,gen_p,0,0.30672064423561096,2.2906395912170407,9090,delta_phi,0.07697972655296326,0.07837597280740738,0.0013962462544441223,0.9358779788017273,0.9175870418548584,0.9804558528342678,0.015104609541594982
-211,pi-,gen_p,1,2.2906395912170407,3.61380672454834,9089,delta_p,-0.45099619030952454,-0.44042614102363586,0.010570049285888672,0.8956158757209778,0.8888264894485474,0.9924193100452078,0.02078571356832981
-211,pi-,gen_p,1,2.2906395912170407,3.61380672454834,9089,delta_theta,0.0014390305150300264,0.0006770350155420601,0.0007619954994879663,0.10676191002130508,0.11225339770317078,1.0514367687948805,0.0019571096636354923
-211,pi-,gen_p,1,2.2906395912170407,3.61380672454834,9089,delta_phi,-0.028461052104830742,-0.029986672103405,0.001525619998574257,0.6056649088859558,0.5897850394248962,0.9737810970586548,0.012423326261341572
-211,pi-,gen_p,2,3.61380672454834,4.900110149383545,9090,delta_p,-0.7026940584182739,-0.7030943036079407,0.00040024518966674805,1.3707482814788818,1.3672361373901367,0.9974377906314382,0.017337849363684654
-211,pi-,gen_p,2,3.61380672454834,4.900110149383545,9090,delta_theta,-0.0024319977965205908,-0.0025986414402723312,0.00016664364375174046,0.10320548713207245,0.10357160866260529,1.0035475006291508,0.0019107027910649776
-211,pi-,gen_p,2,3.61380672454834,4.900110149383545,9090,delta_phi,-0.032240886241197586,-0.025652797892689705,0.006588088348507881,0.5232539772987366,0.5391384959220886,1.030357186591022,0.015407799743115902
-211,pi-,gen_p,3,4.900110149383545,6.373972034454345,9089,delta_p,-1.0122727155685425,-1.0205053091049194,0.008232593536376953,1.9315868616104126,1.9223796129226685,0.9952333240245443,0.028544696047902107
-211,pi-,gen_p,3,4.900110149383545,6.373972034454345,9089,delta_theta,-0.002352005336433649,-0.00365559128113091,0.0013035859446972609,0.1015632301568985,0.1013253703713417,0.9976580127946961,0.002409852808341384
-211,pi-,gen_p,3,4.900110149383545,6.373972034454345,9089,delta_phi,-0.02793046459555626,-0.01663815788924694,0.011292306706309319,0.4868796765804291,0.5042598843574524,1.0356971313715375,0.019158385694026947
-211,pi-,gen_p,4,6.373972034454345,8.962946891784668,9090,delta_p,-1.46077299118042,-1.4323095083236694,0.02846348285675049,2.696925640106201,2.6656596660614014,0.9884068090050979,0.03446498513221741
-211,pi-,gen_p,4,6.373972034454345,8.962946891784668,9090,delta_theta,0.019429367035627365,0.01904137432575226,0.0003879927098751068,0.08444754034280777,0.08416479080915451,0.9966517730119141,0.0022892404813319445
-211,pi-,gen_p,4,6.373972034454345,8.962946891784668,9090,delta_phi,-0.017423922196030617,-0.01661335676908493,0.0008105654269456863,0.5026593208312988,0.47296348214149475,0.9409225344897753,0.018310245126485825
-211,pi-,gen_theta,0,0.08726963400840759,0.22817837893962858,9090,delta_p,-1.9195817708969116,-1.8867835998535156,0.032798171043395996,2.417966365814209,2.4268431663513184,1.0036711844559179,0.03510432690382004
-211,pi-,gen_theta,0,0.08726963400840759,0.22817837893962858,9090,delta_theta,0.0813206359744072,0.08119993656873703,0.00012069940567016602,0.1281234174966812,0.1279095858335495,0.9983310493326698,0.006198985502123833
-211,pi-,gen_theta,0,0.08726963400840759,0.22817837893962858,9090,delta_phi,0.007805589120835066,0.01895032450556755,0.011144734919071198,1.111754059791565,1.0832035541534424,0.9743194050998336,0.03321582078933716
-211,pi-,gen_theta,1,0.22817837893962858,0.3275787770748138,9089,delta_p,-0.496529757976532,-0.48036420345306396,0.016165554523468018,1.5046306848526,1.4786962270736694,0.9827635724566715,0.020255783572793007
-211,pi-,gen_theta,1,0.22817837893962858,0.3275787770748138,9089,delta_theta,0.0056616757065057755,0.004184127319604158,0.001477548386901617,0.05158179998397827,0.05073452740907669,0.9835741952555989,0.0019416544819250703
-211,pi-,gen_theta,1,0.22817837893962858,0.3275787770748138,9089,delta_phi,0.014132579788565636,0.01596212387084961,0.0018295440822839737,0.523356020450592,0.502086341381073,0.9593590629736015,0.012792455963790417
