device=cuda:1 run_dir=/home/htseng/Downloads/QuantumMC_Forward_Foundation_Model/runs/pid_restart_s24_306
loading deterministic, event-disjoint data splits...
loaded train=1,270,674, validation=159,300, test=159,267 in 5.06s
trainable_parameters=3,024,476
epoch=01 train_loss=2.51316 val_loss=-0.86223 val_nll=-2.98955 val_joint_nll=-1.92589 val_pid_acc=0.6730
epoch=02 train_loss=-0.32430 val_loss=-1.73992 val_nll=-3.81137 val_joint_nll=-2.77564 val_pid_acc=0.6732
epoch=03 train_loss=-1.12863 val_loss=-1.00576 val_nll=-3.05756 val_joint_nll=-2.03166 val_pid_acc=0.6731
epoch=04 train_loss=-1.18612 val_loss=-1.99418 val_nll=-4.02156 val_joint_nll=-3.00787 val_pid_acc=0.6732
epoch=05 train_loss=-1.65632 val_loss=-2.06361 val_nll=-4.09384 val_joint_nll=-3.07872 val_pid_acc=0.6733
epoch=06 train_loss=-2.08305 val_loss=-2.25331 val_nll=-4.27711 val_joint_nll=-3.26521 val_pid_acc=0.6732
epoch=07 train_loss=-2.28055 val_loss=-2.57528 val_nll=-4.58096 val_joint_nll=-3.57812 val_pid_acc=0.6737
epoch=08 train_loss=-2.43689 val_loss=-2.68620 val_nll=-4.69446 val_joint_nll=-3.69033 val_pid_acc=0.6736
epoch=09 train_loss=-2.58507 val_loss=-2.62093 val_nll=-4.62175 val_joint_nll=-3.62134 val_pid_acc=0.6740
epoch=10 train_loss=-2.64482 val_loss=-2.85894 val_nll=-4.86341 val_joint_nll=-3.86118 val_pid_acc=0.6738
epoch=11 train_loss=-2.77299 val_loss=-2.91754 val_nll=-4.91791 val_joint_nll=-3.91772 val_pid_acc=0.6731
epoch=12 train_loss=-2.84433 val_loss=-2.88009 val_nll=-4.88007 val_joint_nll=-3.88008 val_pid_acc=0.6741
epoch=13 train_loss=-2.92577 val_loss=-3.01188 val_nll=-5.01114 val_joint_nll=-4.01151 val_pid_acc=0.6735
