device=cuda:1 run_dir=/home/htseng/Downloads/QuantumMC_Forward_Foundation_Model/runs/pid_restart_s28_404
loading deterministic, event-disjoint data splits...
loaded train=1,272,702, validation=158,175, test=158,364 in 5.29s
trainable_parameters=3,024,476
epoch=01 train_loss=2.26382 val_loss=-0.89777 val_nll=-3.05405 val_joint_nll=-1.97591 val_pid_acc=0.6751
epoch=02 train_loss=-0.57905 val_loss=-1.23296 val_nll=-3.31624 val_joint_nll=-2.27460 val_pid_acc=0.6758
epoch=03 train_loss=-0.94798 val_loss=-1.38362 val_nll=-3.41752 val_joint_nll=-2.40057 val_pid_acc=0.6754
epoch=04 train_loss=-1.36785 val_loss=-1.00942 val_nll=-3.05764 val_joint_nll=-2.03353 val_pid_acc=0.6749
epoch=05 train_loss=-1.55372 val_loss=-2.31604 val_nll=-4.32356 val_joint_nll=-3.31980 val_pid_acc=0.6756
epoch=06 train_loss=-2.02098 val_loss=-2.59580 val_nll=-4.59371 val_joint_nll=-3.59475 val_pid_acc=0.6761
epoch=07 train_loss=-2.22387 val_loss=-2.59960 val_nll=-4.59879 val_joint_nll=-3.59919 val_pid_acc=0.6759
epoch=08 train_loss=-2.44298 val_loss=-2.73658 val_nll=-4.72591 val_joint_nll=-3.73124 val_pid_acc=0.6755
epoch=09 train_loss=-2.56944 val_loss=-2.79276 val_nll=-4.78477 val_joint_nll=-3.78876 val_pid_acc=0.6761
epoch=10 train_loss=-2.67850 val_loss=-2.96110 val_nll=-4.94658 val_joint_nll=-3.95384 val_pid_acc=0.6767
epoch=11 train_loss=-2.75738 val_loss=-3.02883 val_nll=-5.01046 val_joint_nll=-4.01965 val_pid_acc=0.6765
epoch=12 train_loss=-2.84929 val_loss=-3.07068 val_nll=-5.04792 val_joint_nll=-4.05930 val_pid_acc=0.6777
epoch=13 train_loss=-2.91252 val_loss=-3.07574 val_nll=-5.05579 val_joint_nll=-4.06577 val_pid_acc=0.6771
epoch=14 train_loss=-2.97525 val_loss=-3.10552 val_nll=-5.08490 val_joint_nll=-4.09521 val_pid_acc=0.6764
