variable,bin_index,low,high,n,observed_efficiency,fm_mean_probability,signed_difference_fm_minus_mc,absolute_difference,observed_binomial_standard_error,fm_mean_standard_error
gen_phi,0,-180.0,-120.0,83100,0.5006498098373413,0.4989558756351471,-0.0016939342021942139,0.0016939342021942139,0.0017344793180604622,0.0014782349905540942
gen_phi,1,-120.0,-60.0,83612,0.5012319087982178,0.5043900609016418,0.0031581521034240723,0.0031581521034240723,0.0017291568132198141,0.0014764156646456276
gen_phi,2,-60.0,0.0,83496,0.49849095940589905,0.5036963224411011,0.005205363035202026,0.005205363035202026,0.0017303549160323875,0.0014755318139654337
gen_phi,3,0.0,60.0,83324,0.4950554370880127,0.4888378083705902,-0.006217628717422485,0.006217628717422485,0.0017320631109589487,0.0014725847196095485
gen_phi,4,60.0,120.0,83530,0.48917755484580994,0.4846329391002655,-0.004544615745544434,0.004544615745544434,0.0017296052945137694,0.0014732621615088446
gen_phi,5,120.0,180.0,83376,0.4816853702068329,0.4752911925315857,-0.006394177675247192,0.006394177675247192,0.001730445531606438,0.0014801799865655338
