variable,bin_index,low,high,n,observed_efficiency,fm_mean_probability,signed_difference_fm_minus_mc,absolute_difference,observed_binomial_standard_error,fm_mean_standard_error
gen_theta,1,5.0,10.0,128379,0.09538943320512772,0.09091149270534515,-0.004477940499782562,0.004477940499782562,0.0008198491828304433,0.0006859040652177313
gen_theta,2,10.0,15.0,133957,0.4711586534976959,0.4686606228351593,-0.002498030662536621,0.002498030662536621,0.0013638404931198445,0.0011630299058377753
gen_theta,3,15.0,20.0,104060,0.6826830506324768,0.6815483570098877,-0.0011346936225891113,0.0011346936225891113,0.0014428270793452375,0.0011358950690182406
gen_theta,4,20.0,25.0,74592,0.742559552192688,0.7414215803146362,-0.0011379718780517578,0.0011379718780517578,0.0016008767960031698,0.001150824793622281
gen_theta,5,25.0,30.0,44381,0.7653500437736511,0.7698683738708496,0.004518330097198486,0.004518330097198486,0.0020116005822449034,0.0012552423374739595
gen_theta,6,30.0,35.0,15069,0.7731103301048279,0.7757021188735962,0.0025917887687683105,0.0025917887687683105,0.0034118182136698124,0.001852995131104113
